year,class,round,session,pos,rider_id,number,team,maker,points,result
2024,MotoGP,4,SPR,,aleix-espargaro,41,Aprilia Racing,アプリリア,,DNF
2024,MotoGP,4,RAC,1,francesco-bagnaia,1,Ducati Lenovo Team,ドゥカティ,25,FIN
2024,MotoGP,4,RAC,2,marc-marquez,93,Gresini Racing MotoGP,ドゥカティ,20,FIN
2024,MotoGP,4,RAC,3,marco-bezzecchi,72,Pertamina Enduro VR46 Racing Team,ドゥカティ,16,FIN
2024,MotoGP,4,RAC,4,alex-marquez,73,Gresini Racing MotoGP,ドゥカティ,13,FIN
2024,MotoGP,4,RAC,5,enea-bastianini,23,Ducati Lenovo Team,ドゥカティ,11,FIN
2024,MotoGP,4,RAC,6,brad-binder,33,Red Bull KTM Factory Racing,KTM,10,FIN
2024,MotoGP,4,RAC,7,fabio-di-giannantonio,49,Pertamina Enduro VR46 Racing Team,ドゥカティ,9,FIN
2024,MotoGP,4,RAC,8,miguel-oliveira,88,Trackhouse Racing,アプリリア,8,FIN
2024,MotoGP,4,RAC,9,maverick-vinales,12,Aprilia Racing,アプリリア,7,FIN
2024,MotoGP,4,RAC,10,pedro-acosta,31,Red Bull GASGAS Tech3,KTM,6,FIN
2024,MotoGP,4,RAC,11,raul-fernandez,25,Trackhouse Racing,アプリリア,5,FIN
2024,MotoGP,4,RAC,12,joan-mir,36,Repsol Honda Team,ホンダ,4,FIN
2024,MotoGP,4,RAC,13,alex-rins,42,Monster Energy Yamaha MotoGP Team,ヤマハ,3,FIN
2024,MotoGP,4,RAC,14,takaaki-nakagami,30,IDEMITSU Honda LCR,ホンダ,2,FIN
2024,MotoGP,4,RAC,15,fabio-quartararo,20,Monster Energy Yamaha MotoGP Team,ヤマハ,1,FIN
2024,MotoGP,4,RAC,16,stefan-bradl,6,HRC Test Team,ホンダ,,FIN
2024,MotoGP,4,RAC,17,luca-marini,10,Repsol Honda Team,ホンダ,,FIN
2024,MotoGP,4,RAC,,augusto-fernandez,37,Red Bull GASGAS Tech3,KTM,,DNF
2024,MotoGP,4,RAC,,franco-morbidelli,21,Prima Pramac Racing,ドゥカティ,,DNF
2024,MotoGP,4,RAC,,jack-miller,43,Red Bull KTM Factory Racing,KTM,,DNF
2024,MotoGP,4,RAC,,lorenzo-savadori,32,Aprilia Racing,アプリリア,,DNF
2024,MotoGP,4,RAC,,jorge-martin,89,Prima Pramac Racing,ドゥカティ,,DNF
2024,MotoGP,4,RAC,,aleix-espargaro,41,Aprilia Racing,アプリリア,,DNF
2024,MotoGP,4,RAC,,johann-zarco,5,CASTROL Honda LCR,ホンダ,,DNF
2024,MotoGP,4,RAC,,dani-pedrosa,26,Red Bull KTM Factory Racing,KTM,,DNF
2024,MotoGP,5,SPR,1,jorge-martin,89,Prima Pramac Racing,ドゥカティ,12,FIN
2024,MotoGP,5,SPR,2,marc-marquez,93,Gresini Racing MotoGP,ドゥカティ,9,FIN
2024,MotoGP,5,SPR,3,maverick-vinales,12,Aprilia Racing,アプリリア,7,FIN
2024,MotoGP,5,SPR,4,enea-bastianini,23,Ducati Lenovo Team,ドゥカティ,6,FIN
2024,MotoGP,5,SPR,5,aleix-espargaro,41,Aprilia Racing,アプリリア,5,FIN
2024,MotoGP,5,SPR,6,pedro-acosta,31,Red Bull GASGAS Tech3,KTM,4,FIN
2024,MotoGP,5,SPR,7,fabio-di-giannantonio,49,Pertamina Enduro VR46 Racing Team,ドゥカティ,3,FIN
2024,MotoGP,5,SPR,8,jack-miller,43,Red Bull KTM Factory Racing,KTM,2,FIN
2024,MotoGP,5,SPR,9,raul-fernandez,25,Trackhouse Racing,アプリリア,1,FIN
2024,MotoGP,5,SPR,10,fabio-quartararo,20,Monster Energy Yamaha MotoGP Team,ヤマハ,,FIN
2024,MotoGP,5,SPR,11,miguel-oliveira,88,Trackhouse Racing,アプリリア,,FIN
2024,MotoGP,5,SPR,12,franco-morbidelli,21,Prima Pramac Racing,ドゥカティ,,FIN
2024,MotoGP,5,SPR,13,johann-zarco,5,CASTROL Honda LCR,ホンダ,,FIN
2024,MotoGP,5,SPR,14,alex-marquez,73,Gresini Racing MotoGP,ドゥカティ,,FIN
2024,MotoGP,5,SPR,15,brad-binder,33,Red Bull KTM Factory Racing,KTM,,FIN
2024,MotoGP,5,SPR,16,takaaki-nakagami,30,IDEMITSU Honda LCR,ホンダ,,FIN
2024,MotoGP,5,SPR,17,augusto-fernandez,37,Red Bull GASGAS Tech3,KTM,,FIN
2024,MotoGP,5,SPR,18,luca-marini,10,Repsol Honda Team,ホンダ,,FIN
2024,MotoGP,5,SPR,,marco-bezzecchi,72,Pertamina Enduro VR46 Racing Team,ドゥカティ,,DNF
2024,MotoGP,5,SPR,,alex-rins,42,Monster Energy Yamaha MotoGP Team,ヤマハ,,DNF
2024,MotoGP,5,SPR,,joan-mir,36,Repsol Honda Team,ホンダ,,DNF
2024,MotoGP,5,SPR,,francesco-bagnaia,1,Ducati Lenovo Team,ドゥカティ,,DNF
2024,MotoGP,5,RAC,1,jorge-martin,89,Prima Pramac Racing,ドゥカティ,25,FIN
2024,MotoGP,5,RAC,2,marc-marquez,93,Gresini Racing MotoGP,ドゥカティ,20,FIN
2024,MotoGP,5,RAC,3,francesco-bagnaia,1,Ducati Lenovo Team,ドゥカティ,16,FIN
2024,MotoGP,5,RAC,4,enea-bastianini,23,Ducati Lenovo Team,ドゥカティ,13,FIN
2024,MotoGP,5,RAC,5,maverick-vinales,12,Aprilia Racing,アプリリア,11,FIN
2024,MotoGP,5,RAC,6,fabio-di-giannantonio,49,Pertamina Enduro VR46 Racing Team,ドゥカティ,10,FIN
2024,MotoGP,5,RAC,7,franco-morbidelli,21,Prima Pramac Racing,ドゥカティ,9,FIN
2024,MotoGP,5,RAC,8,brad-binder,33,Red Bull KTM Factory Racing,KTM,8,FIN
2024,MotoGP,5,RAC,9,aleix-espargaro,41,Aprilia Racing,アプリリア,7,FIN
2024,MotoGP,5,RAC,10,alex-marquez,73,Gresini Racing MotoGP,ドゥカティ,6,FIN
2024,MotoGP,5,RAC,11,raul-fernandez,25,Trackhouse Racing,アプリリア,5,FIN
2024,MotoGP,5,RAC,12,johann-zarco,5,CASTROL Honda LCR,ホンダ,4,FIN
2024,MotoGP,5,RAC,13,augusto-fernandez,37,Red Bull GASGAS Tech3,KTM,3,FIN
2024,MotoGP,5,RAC,14,takaaki-nakagami,30,IDEMITSU Honda LCR,ホンダ,2,FIN
2024,MotoGP,5,RAC,15,alex-rins,42,Monster Energy Yamaha MotoGP Team,ヤマハ,1,FIN
2024,MotoGP,5,RAC,16,luca-marini,10,Repsol Honda Team,ホンダ,,FIN
2024,MotoGP,5,RAC,,miguel-oliveira,88,Trackhouse Racing,アプリリア,,DNF
2024,MotoGP,5,RAC,,jack-miller,43,Red Bull KTM Factory Racing,KTM,,DNF
2024,MotoGP,5,RAC,,fabio-quartararo,20,Monster Energy Yamaha MotoGP Team,ヤマハ,,DNF
2024,MotoGP,5,RAC,,joan-mir,36,Repsol Honda Team,ホンダ,,DNF
2024,MotoGP,5,RAC,,marco-bezzecchi,72,Pertamina Enduro VR46 Racing Team,ドゥカティ,,DNF
2024,MotoGP,5,RAC,,pedro-acosta,31,Red Bull GASGAS Tech3,KTM,,DNF
2024,MotoGP,6,SPR,1,aleix-espargaro,41,Aprilia Racing,アプリリア,12,FIN
2024,MotoGP,6,SPR,2,marc-marquez,93,Gresini Racing MotoGP,ドゥカティ,9,FIN
2024,MotoGP,6,SPR,3,pedro-acosta,31,Red Bull GASGAS Tech3,KTM,7,FIN
2024,MotoGP,6,SPR,4,jorge-martin,89,Prima Pramac Racing,ドゥカティ,6,FIN
2024,MotoGP,6,SPR,5,enea-bastianini,23,Ducati Lenovo Team,ドゥカティ,5,FIN
2024,MotoGP,6,SPR,6,fabio-di-giannantonio,49,Pertamina Enduro VR46 Racing Team,ドゥカティ,4,FIN
2024,MotoGP,6,SPR,7,jack-miller,43,Red Bull KTM Factory Racing,KTM,3,FIN
2024,MotoGP,6,SPR,8,maverick-vinales,12,Aprilia Racing,アプリリア,2,FIN
2024,MotoGP,6,SPR,9,marco-bezzecchi,72,Pertamina Enduro VR46 Racing Team,ドゥカティ,1,FIN
2024,MotoGP,6,SPR,10,fabio-quartararo,20,Monster Energy Yamaha MotoGP Team,ヤマハ,,FIN
2024,MotoGP,6,SPR,11,franco-morbidelli,21,Prima Pramac Racing,ドゥカティ,,FIN
2024,MotoGP,6,SPR,12,alex-rins,42,Monster Energy Yamaha MotoGP Team,ヤマハ,,FIN
2024,MotoGP,6,SPR,13,takaaki-nakagami,30,IDEMITSU Honda LCR,ホンダ,,FIN
2024,MotoGP,6,SPR,14,alex-marquez,73,Gresini Racing MotoGP,ドゥカティ,,FIN
2024,MotoGP,6,SPR,15,joan-mir,36,Repsol Honda Team,ホンダ,,FIN
2024,MotoGP,6,SPR,16,luca-marini,10,Repsol Honda Team,ホンダ,,FIN
2024,MotoGP,6,SPR,17,augusto-fernandez,37,Red Bull GASGAS Tech3,KTM,,FIN
2024,MotoGP,6,SPR,18,stefan-bradl,6,HRC Test Team,ホンダ,,FIN
2024,MotoGP,6,SPR,,francesco-bagnaia,1,Ducati Lenovo Team,ドゥカティ,,DNF
2024,MotoGP,6,SPR,,miguel-oliveira,88,Trackhouse Racing,アプリリア,,DNF
2024,MotoGP,6,SPR,,johann-zarco,5,CASTROL Honda LCR,ホンダ,,DNF
2024,MotoGP,6,SPR,,brad-binder,33,Red Bull KTM Factory Racing,KTM,,DNF
2024,MotoGP,6,SPR,,raul-fernandez,25,Trackhouse Racing,アプリリア,,DNF
2024,MotoGP,6,RAC,1,francesco-bagnaia,1,Ducati Lenovo Team,ドゥカティ,25,FIN
2024,MotoGP,6,RAC,2,jorge-martin,89,Prima Pramac Racing,ドゥカティ,20,FIN
2024,MotoGP,6,RAC,3,marc-marquez,93,Gresini Racing MotoGP,ドゥカティ,16,FIN
2024,MotoGP,6,RAC,4,aleix-espargaro,41,Aprilia Racing,アプリリア,13,FIN
2024,MotoGP,6,RAC,5,fabio-di-giannantonio,49,Pertamina Enduro VR46 Racing Team,ドゥカティ,11,FIN
2024,MotoGP,6,RAC,6,raul-fernandez,25,Trackhouse Racing,アプリリア,10,FIN
2024,MotoGP,6,RAC,7,alex-marquez,73,Gresini Racing MotoGP,ドゥカティ,9,FIN
2024,MotoGP,6,RAC,8,brad-binder,33,Red Bull KTM Factory Racing,KTM,8,FIN
2024,MotoGP,6,RAC,9,fabio-quartararo,20,Monster Energy Yamaha MotoGP Team,ヤマハ,7,FIN
2024,MotoGP,6,RAC,10,miguel-oliveira,88,Trackhouse Racing,アプリリア,6,FIN
2024,MotoGP,6,RAC,11,marco-bezzecchi,72,Pertamina Enduro VR46 Racing Team,ドゥカティ,5,FIN
2024,MotoGP,6,RAC,12,maverick-vinales,12,Aprilia Racing,アプリリア,4,FIN
2024,MotoGP,6,RAC,13,pedro-acosta,31,Red Bull GASGAS Tech3,KTM,3,FIN
2024,MotoGP,6,RAC,14,takaaki-nakagami,30,IDEMITSU Honda LCR,ホンダ,2,FIN
2024,MotoGP,6,RAC,15,joan-mir,36,Repsol Honda Team,ホンダ,1,FIN
2024,MotoGP,6,RAC,16,johann-zarco,5,CASTROL Honda LCR,ホンダ,,FIN
2024,MotoGP,6,RAC,17,luca-marini,10,Repsol Honda Team,ホンダ,,FIN
2024,MotoGP,6,RAC,18,enea-bastianini,23,Ducati Lenovo Team,ドゥカティ,,FIN
2024,MotoGP,6,RAC,19,stefan-bradl,6,HRC Test Team,ホンダ,,FIN
2024,MotoGP,6,RAC,20,alex-rins,42,Monster Energy Yamaha MotoGP Team,ヤマハ,,FIN
2024,MotoGP,6,RAC,,franco-morbidelli,21,Prima Pramac Racing,ドゥカティ,,DNF
2024,MotoGP,6,RAC,,augusto-fernandez,37,Red Bull GASGAS Tech3,KTM,,DNF
2024,MotoGP,6,RAC,,jack-miller,43,Red Bull KTM Factory Racing,KTM,,DNF
2024,MotoGP,7,SPR,1,francesco-bagnaia,1,Ducati Lenovo Team,ドゥカティ,12,FIN
2024,MotoGP,7,SPR,2,marc-marquez,93,Gresini Racing MotoGP,ドゥカティ,9,FIN
2024,MotoGP,7,SPR,3,pedro-acosta,31,Red Bull GASGAS Tech3,KTM,7,FIN
2024,MotoGP,7,SPR,4,franco-morbidelli,21,Prima Pramac Racing,ドゥカティ,6,FIN
2024,MotoGP,7,SPR,5,maverick-vinales,12,Aprilia Racing,アプリリア,5,FIN
2024,MotoGP,7,SPR,6,brad-binder,33,Red Bull KTM Factory Racing,KTM,4,FIN
2024,MotoGP,7,SPR,7,fabio-di-giannantonio,49,Pertamina Enduro VR46 Racing Team,ドゥカティ,3,FIN
2024,MotoGP,7,SPR,8,alex-marquez,73,Gresini Racing MotoGP,ドゥカティ,2,FIN
2024,MotoGP,7,SPR,9,aleix-espargaro,41,Aprilia Racing,アプリリア,1,FIN
2024,MotoGP,7,SPR,10,raul-fernandez,25,Trackhouse Racing,アプリリア,,FIN
2024,MotoGP,7,SPR,11,marco-bezzecchi,72,Pertamina Enduro VR46 Racing Team,ドゥカティ,,FIN
2024,MotoGP,7,SPR,12,jack-miller,43,Red Bull KTM Factory Racing,KTM,,FIN
2024,MotoGP,7,SPR,13,alex-rins,42,Monster Energy Yamaha MotoGP Team,ヤマハ,,FIN
2024,MotoGP,7,SPR,14,pol-espargaro,44,Red Bull KTM Factory Racing,KTM,,FIN
2024,MotoGP,7,SPR,15,johann-zarco,5,CASTROL Honda LCR,ホンダ,,FIN
2024,MotoGP,7,SPR,16,takaaki-nakagami,30,IDEMITSU Honda LCR,ホンダ,,FIN
2024,MotoGP,7,SPR,17,augusto-fernandez,37,Red Bull GASGAS Tech3,KTM,,FIN
2024,MotoGP,7,SPR,18,lorenzo-savadori,32,Aprilia Racing,アプリリア,,FIN
2024,MotoGP,7,SPR,19,luca-marini,10,Repsol Honda Team,ホンダ,,FIN
2024,MotoGP,7,SPR,,jorge-martin,89,Prima Pramac Racing,ドゥカティ,,DNF
2024,MotoGP,7,SPR,,joan-mir,36,Repsol Honda Team,ホンダ,,DNF
2024,MotoGP,7,SPR,,enea-bastianini,23,Ducati Lenovo Team,ドゥカティ,,DNF
2024,MotoGP,7,SPR,,miguel-oliveira,88,Trackhouse Racing,アプリリア,,DNF
2024,MotoGP,7,SPR,,fabio-quartararo,20,Monster Energy Yamaha MotoGP Team,ヤマハ,,DNF
2024,MotoGP,7,RAC,1,francesco-bagnaia,1,Ducati Lenovo Team,ドゥカティ,25,FIN
2024,MotoGP,7,RAC,2,enea-bastianini,23,Ducati Lenovo Team,ドゥカティ,20,FIN
2024,MotoGP,7,RAC,3,jorge-martin,89,Prima Pramac Racing,ドゥカティ,16,FIN
2024,MotoGP,7,RAC,4,marc-marquez,93,Gresini Racing MotoGP,ドゥカティ,13,FIN
2024,MotoGP,7,RAC,5,pedro-acosta,31,Red Bull GASGAS Tech3,KTM,11,FIN
2024,MotoGP,7,RAC,6,franco-morbidelli,21,Prima Pramac Racing,ドゥカティ,10,FIN
2024,MotoGP,7,RAC,7,fabio-di-giannantonio,49,Pertamina Enduro VR46 Racing Team,ドゥカティ,9,FIN
2024,MotoGP,7,RAC,8,maverick-vinales,12,Aprilia Racing,アプリリア,8,FIN
2024,MotoGP,7,RAC,9,alex-marquez,73,Gresini Racing MotoGP,ドゥカティ,7,FIN
2024,MotoGP,7,RAC,10,brad-binder,33,Red Bull KTM Factory Racing,KTM,6,FIN
2024,MotoGP,7,RAC,11,aleix-espargaro,41,Aprilia Racing,アプリリア,5,FIN
2024,MotoGP,7,RAC,12,raul-fernandez,25,Trackhouse Racing,アプリリア,4,FIN
2024,MotoGP,7,RAC,13,marco-bezzecchi,72,Pertamina Enduro VR46 Racing Team,ドゥカティ,3,FIN
2024,MotoGP,7,RAC,14,miguel-oliveira,88,Trackhouse Racing,アプリリア,2,FIN
2024,MotoGP,7,RAC,15,alex-rins,42,Monster Energy Yamaha MotoGP Team,ヤマハ,1,FIN
2024,MotoGP,7,RAC,16,jack-miller,43,Red Bull KTM Factory Racing,KTM,,FIN
2024,MotoGP,7,RAC,17,pol-espargaro,44,Red Bull KTM Factory Racing,KTM,,FIN
2024,MotoGP,7,RAC,18,fabio-quartararo,20,Monster Energy Yamaha MotoGP Team,ヤマハ,,FIN
2024,MotoGP,7,RAC,19,johann-zarco,5,CASTROL Honda LCR,ホンダ,,FIN
2024,MotoGP,7,RAC,20,luca-marini,10,Repsol Honda Team,ホンダ,,FIN
2024,MotoGP,7,RAC,21,lorenzo-savadori,32,Aprilia Racing,アプリリア,,FIN
2024,MotoGP,7,RAC,,takaaki-nakagami,30,IDEMITSU Honda LCR,ホンダ,,DNF
2024,MotoGP,7,RAC,,joan-mir,36,Repsol Honda Team,ホンダ,,DNF
2024,MotoGP,7,RAC,,augusto-fernandez,37,Red Bull GASGAS Tech3,KTM,,DNF
2024,MotoGP,8,SPR,1,francesco-bagnaia,1,Ducati Lenovo Team,ドゥカティ,12,FIN
2024,MotoGP,8,SPR,2,jorge-martin,89,Prima Pramac Racing,ドゥカティ,9,FIN
2024,MotoGP,8,SPR,3,maverick-vinales,12,Aprilia Racing,アプリリア,7,FIN
2024,MotoGP,8,SPR,4,enea-bastianini,23,Ducati Lenovo Team,ドゥカティ,6,FIN
2024,MotoGP,8,SPR,5,fabio-di-giannantonio,49,Pertamina Enduro VR46 Racing Team,ドゥカティ,5,FIN
2024,MotoGP,8,SPR,6,brad-binder,33,Red Bull KTM Factory Racing,KTM,4,FIN
2024,MotoGP,8,SPR,7,fabio-quartararo,20,Monster Energy Yamaha MotoGP Team,ヤマハ,3,FIN
2024,MotoGP,8,SPR,8,alex-marquez,73,Gresini Racing MotoGP,ドゥカティ,2,FIN
2024,MotoGP,8,SPR,9,franco-morbidelli,21,Prima Pramac Racing,ドゥカティ,1,FIN
2024,MotoGP,8,SPR,10,pedro-acosta,31,Red Bull GASGAS Tech3,KTM,,FIN
2024,MotoGP,8,SPR,11,marco-bezzecchi,72,Pertamina Enduro VR46 Racing Team,ドゥカティ,,FIN
2024,MotoGP,8,SPR,12,miguel-oliveira,88,Trackhouse Racing,アプリリア,,FIN
2024,MotoGP,8,SPR,13,jack-miller,43,Red Bull KTM Factory Racing,KTM,,FIN
2024,MotoGP,8,SPR,14,joan-mir,36,Repsol Honda Team,ホンダ,,FIN
2024,MotoGP,8,SPR,15,augusto-fernandez,37,Red Bull GASGAS Tech3,KTM,,FIN
2024,MotoGP,8,SPR,16,johann-zarco,5,CASTROL Honda LCR,ホンダ,,FIN
2024,MotoGP,8,SPR,17,raul-fernandez,25,Trackhouse Racing,アプリリア,,FIN
2024,MotoGP,8,SPR,18,takaaki-nakagami,30,IDEMITSU Honda LCR,ホンダ,,FIN
2024,MotoGP,8,SPR,19,alex-rins,42,Monster Energy Yamaha MotoGP Team,ヤマハ,,FIN
2024,MotoGP,8,SPR,,aleix-espargaro,41,Aprilia Racing,アプリリア,,DNF
2024,MotoGP,8,SPR,,luca-marini,10,Repsol Honda Team,ホンダ,,DNF
2024,MotoGP,8,SPR,,lorenzo-savadori,32,Aprilia Racing,アプリリア,,DNF
2024,MotoGP,8,SPR,,marc-marquez,93,Gresini Racing MotoGP,ドゥカティ,,DNF
2024,MotoGP,8,RAC,1,francesco-bagnaia,1,Ducati Lenovo Team,ドゥカティ,25,FIN
2024,MotoGP,8,RAC,2,jorge-martin,89,Prima Pramac Racing,ドゥカティ,20,FIN
2024,MotoGP,8,RAC,3,enea-bastianini,23,Ducati Lenovo Team,ドゥカティ,16,FIN
2024,MotoGP,8,RAC,4,fabio-di-giannantonio,49,Pertamina Enduro VR46 Racing Team,ドゥカティ,13,FIN
2024,MotoGP,8,RAC,5,maverick-vinales,12,Aprilia Racing,アプリリア,11,FIN
2024,MotoGP,8,RAC,6,brad-binder,33,Red Bull KTM Factory Racing,KTM,10,FIN
2024,MotoGP,8,RAC,7,alex-marquez,73,Gresini Racing MotoGP,ドゥカティ,9,FIN
2024,MotoGP,8,RAC,8,raul-fernandez,25,Trackhouse Racing,アプリリア,8,FIN
2024,MotoGP,8,RAC,9,franco-morbidelli,21,Prima Pramac Racing,ドゥカティ,7,FIN
2024,MotoGP,8,RAC,10,marc-marquez,93,Gresini Racing MotoGP,ドゥカティ,6,FIN
2024,MotoGP,8,RAC,11,jack-miller,43,Red Bull KTM Factory Racing,KTM,5,FIN
2024,MotoGP,8,RAC,12,fabio-quartararo,20,Monster Energy Yamaha MotoGP Team,ヤマハ,4,FIN
2024,MotoGP,8,RAC,13,johann-zarco,5,CASTROL Honda LCR,ホンダ,3,FIN
2024,MotoGP,8,RAC,14,augusto-fernandez,37,Red Bull GASGAS Tech3,KTM,2,FIN
2024,MotoGP,8,RAC,15,miguel-oliveira,88,Trackhouse Racing,アプリリア,1,FIN
2024,MotoGP,8,RAC,16,takaaki-nakagami,30,IDEMITSU Honda LCR,ホンダ,,FIN
2024,MotoGP,8,RAC,17,luca-marini,10,Repsol Honda Team,ホンダ,,FIN
2024,MotoGP,8,RAC,,pedro-acosta,31,Red Bull GASGAS Tech3,KTM,,DNF
2024,MotoGP,8,RAC,,joan-mir,36,Repsol Honda Team,ホンダ,,DNF
2024,MotoGP,8,RAC,,marco-bezzecchi,72,Pertamina Enduro VR46 Racing Team,ドゥカティ,,DNF
2024,MotoGP,8,RAC,,alex-rins,42,Monster Energy Yamaha MotoGP Team,ヤマハ,,DNF
2024,MotoGP,9,SPR,1,jorge-martin,89,Prima Pramac Racing,ドゥカティ,12,FIN
2024,MotoGP,9,SPR,2,miguel-oliveira,88,Trackhouse Racing,アプリリア,9,FIN
2024,MotoGP,9,SPR,3,francesco-bagnaia,1,Ducati Lenovo Team,ドゥカティ,7,FIN
2024,MotoGP,9,SPR,4,enea-bastianini,23,Ducati Lenovo Team,ドゥカティ,6,FIN
2024,MotoGP,9,SPR,5,franco-morbidelli,21,Prima Pramac Racing,ドゥカティ,5,FIN
2024,MotoGP,9,SPR,6,marc-marquez,93,Gresini Racing MotoGP,ドゥカティ,4,FIN
2024,MotoGP,9,SPR,7,maverick-vinales,12,Aprilia Racing,アプリリア,3,FIN
2024,MotoGP,9,SPR,8,brad-binder,33,Red Bull KTM Factory Racing,KTM,2,FIN
2024,MotoGP,9,SPR,9,alex-marquez,73,Gresini Racing MotoGP,ドゥカティ,1,FIN
2024,MotoGP,9,SPR,10,marco-bezzecchi,72,Pertamina Enduro VR46 Racing Team,ドゥカティ,,FIN
2024,MotoGP,9,SPR,11,jack-miller,43,Red Bull KTM Factory Racing,KTM,,FIN
2024,MotoGP,9,SPR,12,fabio-di-giannantonio,49,Pertamina Enduro VR46 Racing Team,ドゥカティ,,FIN
2024,MotoGP,9,SPR,13,fabio-quartararo,20,Monster Energy Yamaha MotoGP Team,ヤマハ,,FIN
2024,MotoGP,9,SPR,14,raul-fernandez,25,Trackhouse Racing,アプリリア,,FIN
2024,MotoGP,9,SPR,15,luca-marini,10,Repsol Honda Team,ホンダ,,FIN
2024,MotoGP,9,SPR,16,augusto-fernandez,37,Red Bull GASGAS Tech3,KTM,,FIN
2024,MotoGP,9,SPR,17,johann-zarco,5,CASTROL Honda LCR,ホンダ,,FIN
2024,MotoGP,9,SPR,18,takaaki-nakagami,30,IDEMITSU Honda LCR,ホンダ,,FIN
2024,MotoGP,9,SPR,19,stefan-bradl,6,HRC Test Team,ホンダ,,FIN
2024,MotoGP,9,SPR,20,remy-gardner,87,Monster Energy Yamaha MotoGP Team,ヤマハ,,FIN
2024,MotoGP,9,SPR,21,joan-mir,36,Repsol Honda Team,ホンダ,,FIN
2024,MotoGP,9,SPR,22,pedro-acosta,31,Red Bull GASGAS Tech3,KTM,,FIN
2024,MotoGP,9,RAC,1,francesco-bagnaia,1,Ducati Lenovo Team,ドゥカティ,25,FIN
2024,MotoGP,9,RAC,2,marc-marquez,93,Gresini Racing MotoGP,ドゥカティ,20,FIN
2024,MotoGP,9,RAC,3,alex-marquez,73,Gresini Racing MotoGP,ドゥカティ,16,FIN
2024,MotoGP,9,RAC,4,enea-bastianini,23,Ducati Lenovo Team,ドゥカティ,13,FIN
2024,MotoGP,9,RAC,5,franco-morbidelli,21,Prima Pramac Racing,ドゥカティ,11,FIN
2024,MotoGP,9,RAC,6,miguel-oliveira,88,Trackhouse Racing,アプリリア,10,FIN
2024,MotoGP,9,RAC,7,pedro-acosta,31,Red Bull GASGAS Tech3,KTM,9,FIN
2024,MotoGP,9,RAC,8,marco-bezzecchi,72,Pertamina Enduro VR46 Racing Team,ドゥカティ,8,FIN
2024,MotoGP,9,RAC,9,brad-binder,33,Red Bull KTM Factory Racing,KTM,7,FIN
2024,MotoGP,9,RAC,10,raul-fernandez,25,Trackhouse Racing,アプリリア,6,FIN
2024,MotoGP,9,RAC,11,fabio-quartararo,20,Monster Energy Yamaha MotoGP Team,ヤマハ,5,FIN
2024,MotoGP,9,RAC,12,maverick-vinales,12,Aprilia Racing,アプリリア,4,FIN
2024,MotoGP,9,RAC,13,jack-miller,43,Red Bull KTM Factory Racing,KTM,3,FIN
2024,MotoGP,9,RAC,14,takaaki-nakagami,30,IDEMITSU Honda LCR,ホンダ,2,FIN
2024,MotoGP,9,RAC,15,luca-marini,10,Repsol Honda Team,ホンダ,1,FIN
2024,MotoGP,9,RAC,16,augusto-fernandez,37,Red Bull GASGAS Tech3,KTM,,FIN
2024,MotoGP,9,RAC,17,johann-zarco,5,CASTROL Honda LCR,ホンダ,,FIN
2024,MotoGP,9,RAC,18,joan-mir,36,Repsol Honda Team,ホンダ,,FIN
2024,MotoGP,9,RAC,19,remy-gardner,87,Monster Energy Yamaha MotoGP Team,ヤマハ,,FIN
2024,MotoGP,9,RAC,20,stefan-bradl,6,HRC Test Team,ホンダ,,FIN
2024,MotoGP,9,RAC,,jorge-martin,89,Prima Pramac Racing,ドゥカティ,,DNF
2024,MotoGP,9,RAC,,fabio-di-giannantonio,49,Pertamina Enduro VR46 Racing Team,ドゥカティ,,DNF
2024,MotoGP,10,SPR,1,enea-bastianini,23,Ducati Lenovo Team,ドゥカティ,12,FIN
2024,MotoGP,10,SPR,2,jorge-martin,89,Prima Pramac Racing,ドゥカティ,9,FIN
2024,MotoGP,10,SPR,3,aleix-espargaro,41,Aprilia Racing,アプリリア,7,FIN
2024,MotoGP,10,SPR,4,brad-binder,33,Red Bull KTM Factory Racing,KTM,6,FIN
2024,MotoGP,10,SPR,5,pedro-acosta,31,Red Bull GASGAS Tech3,KTM,5,FIN
2024,MotoGP,10,SPR,6,alex-marquez,73,Gresini Racing MotoGP,ドゥカティ,4,FIN
2024,MotoGP,10,SPR,7,jack-miller,43,Red Bull KTM Factory Racing,KTM,3,FIN
2024,MotoGP,10,SPR,8,maverick-vinales,12,Aprilia Racing,アプリリア,2,FIN
2024,MotoGP,10,SPR,9,fabio-di-giannantonio,49,Pertamina Enduro VR46 Racing Team,ドゥカティ,1,FIN
2024,MotoGP,10,SPR,10,miguel-oliveira,88,Trackhouse Racing,アプリリア,,FIN
2024,MotoGP,10,SPR,11,fabio-quartararo,20,Monster Energy Yamaha MotoGP Team,ヤマハ,,FIN
2024,MotoGP,10,SPR,12,raul-fernandez,25,Trackhouse Racing,アプリリア,,FIN
2024,MotoGP,10,SPR,13,augusto-fernandez,37,Red Bull GASGAS Tech3,KTM,,FIN
2024,MotoGP,10,SPR,14,johann-zarco,5,CASTROL Honda LCR,ホンダ,,FIN
2024,MotoGP,10,SPR,15,luca-marini,10,Repsol Honda Team,ホンダ,,FIN
2024,MotoGP,10,SPR,16,joan-mir,36,Repsol Honda Team,ホンダ,,FIN
