year,class,round,session,pos,rider_id,number,team,maker,points,result
2015,Moto3,13,RAC,6,danny-kent,52,Leopard Racing,ホンダ,10,FIN
2015,Moto3,13,RAC,7,alexis-masbou,10,SAXOPRINT RTG,ホンダ,9,FIN
2015,Moto3,13,RAC,8,francesco-bagnaia,21,MAPFRE Team MAHINDRA,マヒンドラ,8,FIN
2015,Moto3,13,RAC,9,isaac-vinales,32,RBA Racing Team,KTM,7,FIN
2015,Moto3,13,RAC,10,philipp-ottl,65,Schedl GP Racing,KTM,6,FIN
2015,Moto3,13,RAC,11,lorenzo-dalla-porta,48,Husqvarna Factory Laglisse,ハスクバーナ,5,FIN
2015,Moto3,13,RAC,12,livio-loi,11,RW Racing GP,ホンダ,4,FIN
2015,Moto3,13,RAC,13,andrea-migno,16,SKY Racing Team VR46,KTM,3,FIN
2015,Moto3,13,RAC,14,stefano-manzi,29,San Carlo Team Italia,マヒンドラ,2,FIN
2015,Moto3,13,RAC,15,jorge-martin,88,MAPFRE Team MAHINDRA,マヒンドラ,1,FIN
2015,Moto3,13,RAC,16,hiroki-ono,76,Leopard Racing,ホンダ,,FIN
2015,Moto3,13,RAC,17,jakub-kornfeil,84,Drive M7 SIC,KTM,,FIN
2015,Moto3,13,RAC,18,darryn-binder,40,Outox Reset Drink Team,マヒンドラ,,FIN
2015,Moto3,13,RAC,19,john-mcphee,17,SAXOPRINT RTG,ホンダ,,FIN
2015,Moto3,13,RAC,20,gabriel-rodrigo,91,RBA Racing Team,KTM,,FIN
2015,Moto3,13,RAC,21,karel-hanika,98,Red Bull KTM Ajo,KTM,,FIN
2015,Moto3,13,RAC,22,alessandro-tonucci,19,Outox Reset Drink Team,マヒンドラ,,FIN
2015,Moto3,13,RAC,23,matteo-ferrari,12,San Carlo Team Italia,マヒンドラ,,FIN
2015,Moto3,13,RAC,24,maria-herrera,6,Husqvarna Factory Laglisse,ハスクバーナ,,FIN
2015,Moto3,13,RAC,25,ana-carrasco,22,RBA Racing Team,KTM,,FIN
2015,Moto3,13,RAC,26,adrian-gyutai,90,Turvital di Vitali Ordeo,TVR,,FIN
2015,Moto3,13,RAC,,zulfahmi-khairuddin,63,Drive M7 SIC,KTM,,DNF
2015,Moto3,13,RAC,,juan-francisco-guevara,58,MAPFRE Team MAHINDRA,マヒンドラ,,DNF
2015,Moto3,13,RAC,,tatsuki-suzuki,24,CIP,マヒンドラ,,DNF
2015,Moto3,13,RAC,,efren-vazquez,7,Leopard Racing,ホンダ,,DNF
2015,Moto3,13,RAC,,remy-gardner,2,CIP,マヒンドラ,,DNF
2015,Moto3,13,RAC,,jules-danilo,95,Ongetta-Rivacold,ホンダ,,DNF
2015,Moto3,14,RAC,1,miguel-oliveira,44,Red Bull KTM Ajo,KTM,25,FIN
2015,Moto3,14,RAC,2,jorge-navarro,9,"Estrella Galicia 0,0",ホンダ,20,FIN
2015,Moto3,14,RAC,3,romano-fenati,5,SKY Racing Team VR46,KTM,16,FIN
2015,Moto3,14,RAC,4,efren-vazquez,7,Leopard Racing,ホンダ,13,FIN
2015,Moto3,14,RAC,5,philipp-ottl,65,Schedl GP Racing,KTM,11,FIN
2015,Moto3,14,RAC,6,niccolo-antonelli,23,Ongetta-Rivacold,ホンダ,10,FIN
2015,Moto3,14,RAC,7,jorge-martin,88,MAPFRE Team MAHINDRA,マヒンドラ,9,FIN
2015,Moto3,14,RAC,8,alexis-masbou,10,SAXOPRINT RTG,ホンダ,8,FIN
2015,Moto3,14,RAC,9,andrea-migno,16,SKY Racing Team VR46,KTM,7,FIN
2015,Moto3,14,RAC,10,hiroki-ono,76,Leopard Racing,ホンダ,6,FIN
2015,Moto3,14,RAC,11,francesco-bagnaia,21,MAPFRE Team MAHINDRA,マヒンドラ,5,FIN
2015,Moto3,14,RAC,12,stefano-manzi,29,San Carlo Team Italia,マヒンドラ,4,FIN
2015,Moto3,14,RAC,13,maria-herrera,6,Husqvarna Factory Laglisse,ハスクバーナ,3,FIN
2015,Moto3,14,RAC,14,jakub-kornfeil,84,Drive M7 SIC,KTM,2,FIN
2015,Moto3,14,RAC,15,livio-loi,11,RW Racing GP,ホンダ,1,FIN
2015,Moto3,14,RAC,16,tatsuki-suzuki,24,CIP,マヒンドラ,,FIN
2015,Moto3,14,RAC,17,john-mcphee,17,SAXOPRINT RTG,ホンダ,,FIN
2015,Moto3,14,RAC,18,sena-yamada,81,"Estrella Galicia 0,0",ホンダ,,FIN
2015,Moto3,14,RAC,19,remy-gardner,2,CIP,マヒンドラ,,FIN
2015,Moto3,14,RAC,20,gabriel-rodrigo,91,RBA Racing Team,KTM,,FIN
2015,Moto3,14,RAC,21,juan-francisco-guevara,58,MAPFRE Team MAHINDRA,マヒンドラ,,FIN
2015,Moto3,14,RAC,22,jules-danilo,95,Ongetta-Rivacold,ホンダ,,FIN
2015,Moto3,14,RAC,23,alessandro-tonucci,19,Outox Reset Drink Team,マヒンドラ,,FIN
2015,Moto3,14,RAC,24,lorenzo-dalla-porta,48,Husqvarna Factory Laglisse,ハスクバーナ,,FIN
2015,Moto3,14,RAC,25,khairul-idham-pawi,89,Honda Team Asia,ホンダ,,FIN
2015,Moto3,14,RAC,26,davide-pizzoli,37,Husqvarna Factory Laglisse,ハスクバーナ,,FIN
2015,Moto3,14,RAC,27,ana-carrasco,22,RBA Racing Team,KTM,,FIN
2015,Moto3,14,RAC,,enea-bastianini,33,Gresini Racing Team Moto3,ホンダ,,DNF
2015,Moto3,14,RAC,,danny-kent,52,Leopard Racing,ホンダ,,DNF
2015,Moto3,14,RAC,,brad-binder,41,Red Bull KTM Ajo,KTM,,DNF
2015,Moto3,14,RAC,,zulfahmi-khairuddin,63,Drive M7 SIC,KTM,,DNF
2015,Moto3,14,RAC,,manuel-pagliani,96,San Carlo Team Italia,マヒンドラ,,DNF
2015,Moto3,14,RAC,,karel-hanika,98,Red Bull KTM Ajo,KTM,,DNF
2015,Moto3,14,RAC,,darryn-binder,40,Outox Reset Drink Team,マヒンドラ,,DNF
2015,Moto3,14,RAC,,isaac-vinales,32,RBA Racing Team,KTM,,DNF
2015,Moto3,15,RAC,1,niccolo-antonelli,23,Ongetta-Rivacold,ホンダ,25,FIN
2015,Moto3,15,RAC,2,miguel-oliveira,44,Red Bull KTM Ajo,KTM,20,FIN
2015,Moto3,15,RAC,3,jorge-navarro,9,"Estrella Galicia 0,0",ホンダ,16,FIN
2015,Moto3,15,RAC,4,isaac-vinales,32,RBA Racing Team,KTM,13,FIN
2015,Moto3,15,RAC,5,zulfahmi-khairuddin,63,Drive M7 SIC,KTM,11,FIN
2015,Moto3,15,RAC,6,danny-kent,52,Leopard Racing,ホンダ,10,FIN
2015,Moto3,15,RAC,7,enea-bastianini,33,Gresini Racing Team Moto3,ホンダ,9,FIN
2015,Moto3,15,RAC,8,karel-hanika,98,Red Bull KTM Ajo,KTM,8,FIN
2015,Moto3,15,RAC,9,john-mcphee,17,SAXOPRINT RTG,ホンダ,7,FIN
2015,Moto3,15,RAC,10,efren-vazquez,7,Leopard Racing,ホンダ,6,FIN
2015,Moto3,15,RAC,11,jorge-martin,88,MAPFRE Team MAHINDRA,マヒンドラ,5,FIN
2015,Moto3,15,RAC,12,jakub-kornfeil,84,Drive M7 SIC,KTM,4,FIN
2015,Moto3,15,RAC,13,tatsuki-suzuki,24,CIP,マヒンドラ,3,FIN
2015,Moto3,15,RAC,14,andrea-locatelli,55,Gresini Racing Team Moto3,ホンダ,2,FIN
2015,Moto3,15,RAC,15,francesco-bagnaia,21,MAPFRE Team MAHINDRA,マヒンドラ,1,FIN
2015,Moto3,15,RAC,16,gabriel-rodrigo,91,RBA Racing Team,KTM,,FIN
2015,Moto3,15,RAC,17,brad-binder,41,Red Bull KTM Ajo,KTM,,FIN
2015,Moto3,15,RAC,18,stefano-manzi,29,San Carlo Team Italia,マヒンドラ,,FIN
2015,Moto3,15,RAC,19,jules-danilo,95,Ongetta-Rivacold,ホンダ,,FIN
2015,Moto3,15,RAC,20,andrea-migno,16,SKY Racing Team VR46,KTM,,FIN
2015,Moto3,15,RAC,21,juan-francisco-guevara,58,MAPFRE Team MAHINDRA,マヒンドラ,,FIN
2015,Moto3,15,RAC,22,manuel-pagliani,96,San Carlo Team Italia,マヒンドラ,,FIN
2015,Moto3,15,RAC,23,philipp-ottl,65,Schedl GP Racing,KTM,,FIN
2015,Moto3,15,RAC,24,lorenzo-dalla-porta,48,Husqvarna Factory Laglisse,ハスクバーナ,,FIN
2015,Moto3,15,RAC,25,keisuke-kurihara,27,Musahi RT Harc-Pro,ホンダ,,FIN
2015,Moto3,15,RAC,26,maria-herrera,6,Husqvarna Factory Laglisse,ハスクバーナ,,FIN
2015,Moto3,15,RAC,27,darryn-binder,40,Outox Reset Drink Team,マヒンドラ,,FIN
2015,Moto3,15,RAC,28,romano-fenati,5,SKY Racing Team VR46,KTM,,FIN
2015,Moto3,15,RAC,29,ana-carrasco,22,RBA Racing Team,KTM,,FIN
2015,Moto3,15,RAC,,remy-gardner,2,CIP,マヒンドラ,,DNF
2015,Moto3,15,RAC,,livio-loi,11,RW Racing GP,ホンダ,,DNF
2015,Moto3,15,RAC,,hiroki-ono,76,Leopard Racing,ホンダ,,DNF
2015,Moto3,15,RAC,,alessandro-tonucci,19,Outox Reset Drink Team,マヒンドラ,,DNF
2015,Moto3,15,RAC,,alexis-masbou,10,SAXOPRINT RTG,ホンダ,,DNF
2015,Moto3,15,RAC,,ryo-mizuno,34,Musahi RT Harc-Pro,ホンダ,,DNF
2015,Moto3,16,RAC,1,miguel-oliveira,44,Red Bull KTM Ajo,KTM,25,FIN
2015,Moto3,16,RAC,2,efren-vazquez,7,Leopard Racing,ホンダ,20,FIN
2015,Moto3,16,RAC,3,brad-binder,41,Red Bull KTM Ajo,KTM,16,FIN
2015,Moto3,16,RAC,4,jorge-navarro,9,"Estrella Galicia 0,0",ホンダ,13,FIN
2015,Moto3,16,RAC,5,jakub-kornfeil,84,Drive M7 SIC,KTM,11,FIN
2015,Moto3,16,RAC,6,romano-fenati,5,SKY Racing Team VR46,KTM,10,FIN
2015,Moto3,16,RAC,7,philipp-ottl,65,Schedl GP Racing,KTM,9,FIN
2015,Moto3,16,RAC,8,isaac-vinales,32,RBA Racing Team,KTM,8,FIN
2015,Moto3,16,RAC,9,alexis-masbou,10,SAXOPRINT RTG,ホンダ,7,FIN
2015,Moto3,16,RAC,10,remy-gardner,2,CIP,マヒンドラ,6,FIN
2015,Moto3,16,RAC,11,maria-herrera,6,Husqvarna Factory Laglisse,ハスクバーナ,5,FIN
2015,Moto3,16,RAC,12,zulfahmi-khairuddin,63,Drive M7 SIC,KTM,4,FIN
2015,Moto3,16,RAC,13,manuel-pagliani,96,San Carlo Team Italia,マヒンドラ,3,FIN
2015,Moto3,16,RAC,14,karel-hanika,98,Red Bull KTM Ajo,KTM,2,FIN
2015,Moto3,16,RAC,15,jorge-martin,88,MAPFRE Team MAHINDRA,マヒンドラ,1,FIN
2015,Moto3,16,RAC,16,alessandro-tonucci,19,Outox Reset Drink Team,マヒンドラ,,FIN
2015,Moto3,16,RAC,17,niccolo-antonelli,23,Ongetta-Rivacold,ホンダ,,FIN
2015,Moto3,16,RAC,18,ana-carrasco,22,RBA Racing Team,KTM,,FIN
2015,Moto3,16,RAC,19,olly-simpson,35,Olly Simpson Racing,KTM,,FIN
2015,Moto3,16,RAC,,lorenzo-dalla-porta,48,Husqvarna Factory Laglisse,ハスクバーナ,,DNF
2015,Moto3,16,RAC,,matt-barton,14,Suus Honda,FTR,,DNF
2015,Moto3,16,RAC,,andrea-locatelli,55,Gresini Racing Team Moto3,ホンダ,,DNF
2015,Moto3,16,RAC,,enea-bastianini,33,Gresini Racing Team Moto3,ホンダ,,DNF
2015,Moto3,16,RAC,,danny-kent,52,Leopard Racing,ホンダ,,DNF
2015,Moto3,16,RAC,,francesco-bagnaia,21,MAPFRE Team MAHINDRA,マヒンドラ,,DNF
2015,Moto3,16,RAC,,jules-danilo,95,Ongetta-Rivacold,ホンダ,,DNF
2015,Moto3,16,RAC,,andrea-migno,16,SKY Racing Team VR46,KTM,,DNF
2015,Moto3,16,RAC,,juan-francisco-guevara,58,MAPFRE Team MAHINDRA,マヒンドラ,,DNF
2015,Moto3,16,RAC,,joan-mir,36,Leopard Racing,ホンダ,,DNF
2015,Moto3,16,RAC,,john-mcphee,17,SAXOPRINT RTG,ホンダ,,DNF
2015,Moto3,16,RAC,,livio-loi,11,RW Racing GP,ホンダ,,DNF
2015,Moto3,16,RAC,,darryn-binder,40,Outox Reset Drink Team,マヒンドラ,,DNF
2015,Moto3,16,RAC,,stefano-manzi,29,San Carlo Team Italia,マヒンドラ,,DNF
2015,Moto3,16,RAC,,tatsuki-suzuki,24,CIP,マヒンドラ,,DNF
2015,Moto3,16,RAC,,gabriel-rodrigo,91,RBA Racing Team,KTM,,DNF
2015,Moto3,17,RAC,1,miguel-oliveira,44,Red Bull KTM Ajo,KTM,25,FIN
2015,Moto3,17,RAC,2,brad-binder,41,Red Bull KTM Ajo,KTM,20,FIN
2015,Moto3,17,RAC,3,jorge-navarro,9,"Estrella Galicia 0,0",ホンダ,16,FIN
2015,Moto3,17,RAC,4,niccolo-antonelli,23,Ongetta-Rivacold,ホンダ,13,FIN
2015,Moto3,17,RAC,5,romano-fenati,5,SKY Racing Team VR46,KTM,11,FIN
2015,Moto3,17,RAC,6,jakub-kornfeil,84,Drive M7 SIC,KTM,10,FIN
2015,Moto3,17,RAC,7,danny-kent,52,Leopard Racing,ホンダ,9,FIN
2015,Moto3,17,RAC,8,enea-bastianini,33,Gresini Racing Team Moto3,ホンダ,8,FIN
2015,Moto3,17,RAC,9,alexis-masbou,10,SAXOPRINT RTG,ホンダ,7,FIN
2015,Moto3,17,RAC,10,john-mcphee,17,SAXOPRINT RTG,ホンダ,6,FIN
2015,Moto3,17,RAC,11,jules-danilo,95,Ongetta-Rivacold,ホンダ,5,FIN
2015,Moto3,17,RAC,12,jorge-martin,88,MAPFRE Team MAHINDRA,マヒンドラ,4,FIN
2015,Moto3,17,RAC,13,stefano-manzi,29,San Carlo Team Italia,マヒンドラ,3,FIN
2015,Moto3,17,RAC,14,isaac-vinales,32,RBA Racing Team,KTM,2,FIN
2015,Moto3,17,RAC,15,philipp-ottl,65,Schedl GP Racing,KTM,1,FIN
2015,Moto3,17,RAC,16,lorenzo-dalla-porta,48,Husqvarna Factory Laglisse,ハスクバーナ,,FIN
2015,Moto3,17,RAC,17,francesco-bagnaia,21,MAPFRE Team MAHINDRA,マヒンドラ,,FIN
2015,Moto3,17,RAC,18,maria-herrera,6,Husqvarna Factory Laglisse,ハスクバーナ,,FIN
2015,Moto3,17,RAC,19,livio-loi,11,RW Racing GP,ホンダ,,FIN
2015,Moto3,17,RAC,20,juan-francisco-guevara,58,MAPFRE Team MAHINDRA,マヒンドラ,,FIN
2015,Moto3,17,RAC,21,tatsuki-suzuki,24,CIP,マヒンドラ,,FIN
2015,Moto3,17,RAC,22,remy-gardner,2,CIP,マヒンドラ,,FIN
2015,Moto3,17,RAC,23,ana-carrasco,22,RBA Racing Team,KTM,,FIN
2015,Moto3,17,RAC,24,andrea-migno,16,SKY Racing Team VR46,KTM,,FIN
2015,Moto3,17,RAC,25,gabriel-rodrigo,91,RBA Racing Team,KTM,,FIN
2015,Moto3,17,RAC,,manuel-pagliani,96,San Carlo Team Italia,マヒンドラ,,DNF
2015,Moto3,17,RAC,,karel-hanika,98,Red Bull KTM Ajo,KTM,,DNF
2015,Moto3,17,RAC,,zulfahmi-khairuddin,63,Drive M7 SIC,KTM,,DNF
2015,Moto3,17,RAC,,hiroki-ono,76,Leopard Racing,ホンダ,,DNF
2015,Moto3,17,RAC,,efren-vazquez,7,Leopard Racing,ホンダ,,DNF
2015,Moto3,17,RAC,,darryn-binder,40,Outox Reset Drink Team,マヒンドラ,,DNF
2015,Moto3,18,RAC,1,miguel-oliveira,44,Red Bull KTM Ajo,KTM,25,FIN
2015,Moto3,18,RAC,2,jorge-navarro,9,"Estrella Galicia 0,0",ホンダ,20,FIN
2015,Moto3,18,RAC,3,jakub-kornfeil,84,Drive M7 SIC,KTM,16,FIN
2015,Moto3,18,RAC,4,brad-binder,41,Red Bull KTM Ajo,KTM,13,FIN
2015,Moto3,18,RAC,5,enea-bastianini,33,Gresini Racing Team Moto3,ホンダ,11,FIN
2015,Moto3,18,RAC,6,isaac-vinales,32,RBA Racing Team,KTM,10,FIN
2015,Moto3,18,RAC,7,john-mcphee,17,SAXOPRINT RTG,ホンダ,9,FIN
2015,Moto3,18,RAC,8,hiroki-ono,76,Leopard Racing,ホンダ,8,FIN
2015,Moto3,18,RAC,9,danny-kent,52,Leopard Racing,ホンダ,7,FIN
2015,Moto3,18,RAC,10,philipp-ottl,65,Schedl GP Racing,KTM,6,FIN
2015,Moto3,18,RAC,11,andrea-migno,16,SKY Racing Team VR46,KTM,5,FIN
2015,Moto3,18,RAC,12,nicolo-bulega,8,SKY Racing Team VR46,KTM,4,FIN
2015,Moto3,18,RAC,13,francesco-bagnaia,21,MAPFRE Team MAHINDRA,マヒンドラ,3,FIN
2015,Moto3,18,RAC,14,jorge-martin,88,MAPFRE Team MAHINDRA,マヒンドラ,2,FIN
2015,Moto3,18,RAC,15,alexis-masbou,10,SAXOPRINT RTG,ホンダ,1,FIN
2015,Moto3,18,RAC,16,jules-danilo,95,Ongetta-Rivacold,ホンダ,,FIN
2015,Moto3,18,RAC,17,zulfahmi-khairuddin,63,Drive M7 SIC,KTM,,FIN
2015,Moto3,18,RAC,18,darryn-binder,40,Outox Reset Drink Team,マヒンドラ,,FIN
2015,Moto3,18,RAC,19,stefano-manzi,29,San Carlo Team Italia,マヒンドラ,,FIN
2015,Moto3,18,RAC,20,livio-loi,11,RW Racing GP,ホンダ,,FIN
2015,Moto3,18,RAC,21,maria-herrera,6,Husqvarna Factory Laglisse,ハスクバーナ,,FIN
2015,Moto3,18,RAC,22,lorenzo-dalla-porta,48,Husqvarna Factory Laglisse,ハスクバーナ,,FIN
2015,Moto3,18,RAC,23,fabio-di-giannantonio,4,Gresini Racing Team Moto3,ホンダ,,FIN
2015,Moto3,18,RAC,24,ana-carrasco,22,RBA Racing Team,KTM,,FIN
2015,Moto3,18,RAC,25,manuel-pagliani,96,San Carlo Team Italia,マヒンドラ,,FIN
2015,Moto3,18,RAC,,niccolo-antonelli,23,Ongetta-Rivacold,ホンダ,,DNF
2015,Moto3,18,RAC,,romano-fenati,5,SKY Racing Team VR46,KTM,,DNF
2015,Moto3,18,RAC,,efren-vazquez,7,Leopard Racing,ホンダ,,DNF
2015,Moto3,18,RAC,,alessandro-tonucci,19,Outox Reset Drink Team,マヒンドラ,,DNF
2015,Moto3,18,RAC,,fabio-quartararo,20,"Estrella Galicia 0,0",ホンダ,,DNF
2015,Moto3,18,RAC,,karel-hanika,98,Red Bull KTM Ajo,KTM,,DNF
2015,Moto3,18,RAC,,tatsuki-suzuki,24,CIP,マヒンドラ,,DNF
2015,Moto3,18,RAC,,juan-francisco-guevara,58,MAPFRE Team MAHINDRA,マヒンドラ,,DNF
2015,Moto3,18,RAC,,remy-gardner,2,CIP,マヒンドラ,,DNF
2016,MotoGP,1,RAC,1,jorge-lorenzo,99,Movistar Yamaha MotoGP,ヤマハ,25,FIN
2016,MotoGP,1,RAC,2,andrea-dovizioso,4,Ducati Team,ドゥカティ,20,FIN
2016,MotoGP,1,RAC,3,marc-marquez,93,Repsol Honda Team,ホンダ,16,FIN
2016,MotoGP,1,RAC,4,valentino-rossi,46,Movistar Yamaha MotoGP,ヤマハ,13,FIN
2016,MotoGP,1,RAC,5,dani-pedrosa,26,Repsol Honda Team,ホンダ,11,FIN
2016,MotoGP,1,RAC,6,maverick-vinales,25,Team SUZUKI ECSTAR,スズキ,10,FIN
2016,MotoGP,1,RAC,7,pol-espargaro,44,Monster Yamaha Tech 3,ヤマハ,9,FIN
2016,MotoGP,1,RAC,8,bradley-smith,38,Monster Yamaha Tech 3,ヤマハ,8,FIN
2016,MotoGP,1,RAC,9,hector-barbera,8,Avintia Racing,ドゥカティ,7,FIN
2016,MotoGP,1,RAC,10,scott-redding,45,OCTO Pramac Yakhnich,ドゥカティ,6,FIN
2016,MotoGP,1,RAC,11,aleix-espargaro,41,Team SUZUKI ECSTAR,スズキ,5,FIN
2016,MotoGP,1,RAC,12,eugene-laverty,50,Aspar Team MotoGP,ドゥカティ,4,FIN
2016,MotoGP,1,RAC,13,alvaro-bautista,19,Aprilia Racing Team Gresini,アプリリア,3,FIN
2016,MotoGP,1,RAC,14,jack-miller,43,"Estrella Galicia 0,0 Marc VDS",ホンダ,2,FIN
2016,MotoGP,1,RAC,15,tito-rabat,53,"Estrella Galicia 0,0 Marc VDS",ホンダ,1,FIN
2016,MotoGP,1,RAC,,stefan-bradl,6,Aprilia Racing Team Gresini,アプリリア,,DNF
2016,MotoGP,1,RAC,,loris-baz,76,Avintia Racing,ドゥカティ,,DNF
2016,MotoGP,1,RAC,,cal-crutchlow,35,LCR Honda,ホンダ,,DNF
2016,MotoGP,1,RAC,,andrea-iannone,29,Ducati Team,ドゥカティ,,DNF
2016,MotoGP,1,RAC,,yonny-hernandez,68,Aspar Team MotoGP,ドゥカティ,,DNF
2016,MotoGP,2,RAC,1,marc-marquez,93,Repsol Honda Team,ホンダ,25,FIN
2016,MotoGP,2,RAC,2,valentino-rossi,46,Movistar Yamaha MotoGP,ヤマハ,20,FIN
2016,MotoGP,2,RAC,3,dani-pedrosa,26,Repsol Honda Team,ホンダ,16,FIN
2016,MotoGP,2,RAC,4,eugene-laverty,50,Aspar Team MotoGP,ドゥカティ,13,FIN
2016,MotoGP,2,RAC,5,hector-barbera,8,Avintia Racing,ドゥカティ,11,FIN
2016,MotoGP,2,RAC,6,pol-espargaro,44,Monster Yamaha Tech 3,ヤマハ,10,FIN
2016,MotoGP,2,RAC,7,stefan-bradl,6,Aprilia Racing Team Gresini,アプリリア,9,FIN
2016,MotoGP,2,RAC,8,bradley-smith,38,Monster Yamaha Tech 3,ヤマハ,8,FIN
2016,MotoGP,2,RAC,9,tito-rabat,53,"Estrella Galicia 0,0 Marc VDS",ホンダ,7,FIN
2016,MotoGP,2,RAC,10,alvaro-bautista,19,Aprilia Racing Team Gresini,アプリリア,6,FIN
2016,MotoGP,2,RAC,11,aleix-espargaro,41,Team SUZUKI ECSTAR,スズキ,5,FIN
2016,MotoGP,2,RAC,12,michele-pirro,51,OCTO Pramac Yakhnich,ドゥカティ,4,FIN
2016,MotoGP,2,RAC,13,andrea-dovizioso,4,Ducati Team,ドゥカティ,3,FIN
2016,MotoGP,2,RAC,,cal-crutchlow,35,LCR Honda,ホンダ,,DNF
2016,MotoGP,2,RAC,,andrea-iannone,29,Ducati Team,ドゥカティ,,DNF
2016,MotoGP,2,RAC,,maverick-vinales,25,Team SUZUKI ECSTAR,スズキ,,DNF
2016,MotoGP,2,RAC,,scott-redding,45,OCTO Pramac Yakhnich,ドゥカティ,,DNF
2016,MotoGP,2,RAC,,loris-baz,76,Avintia Racing,ドゥカティ,,DNF
2016,MotoGP,2,RAC,,jorge-lorenzo,99,Movistar Yamaha MotoGP,ヤマハ,,DNF
2016,MotoGP,2,RAC,,jack-miller,43,"Estrella Galicia 0,0 Marc VDS",ホンダ,,DNF
2016,MotoGP,2,RAC,,yonny-hernandez,68,Aspar Team MotoGP,ドゥカティ,,DNF
2016,MotoGP,3,RAC,1,marc-marquez,93,Repsol Honda Team,ホンダ,25,FIN
2016,MotoGP,3,RAC,2,jorge-lorenzo,99,Movistar Yamaha MotoGP,ヤマハ,20,FIN
2016,MotoGP,3,RAC,3,andrea-iannone,29,Ducati Team,ドゥカティ,16,FIN
2016,MotoGP,3,RAC,4,maverick-vinales,25,Team SUZUKI ECSTAR,スズキ,13,FIN
2016,MotoGP,3,RAC,5,aleix-espargaro,41,Team SUZUKI ECSTAR,スズキ,11,FIN
2016,MotoGP,3,RAC,6,scott-redding,45,OCTO Pramac Yakhnich,ドゥカティ,10,FIN
2016,MotoGP,3,RAC,7,pol-espargaro,44,Monster Yamaha Tech 3,ヤマハ,9,FIN
2016,MotoGP,3,RAC,8,michele-pirro,51,OCTO Pramac Yakhnich,ドゥカティ,8,FIN
2016,MotoGP,3,RAC,9,hector-barbera,8,Avintia Racing,ドゥカティ,7,FIN
2016,MotoGP,3,RAC,10,stefan-bradl,6,Aprilia Racing Team Gresini,アプリリア,6,FIN
2016,MotoGP,3,RAC,11,alvaro-bautista,19,Aprilia Racing Team Gresini,アプリリア,5,FIN
2016,MotoGP,3,RAC,12,eugene-laverty,50,Aspar Team MotoGP,ドゥカティ,4,FIN
2016,MotoGP,3,RAC,13,tito-rabat,53,"Estrella Galicia 0,0 Marc VDS",ホンダ,3,FIN
2016,MotoGP,3,RAC,14,yonny-hernandez,68,Aspar Team MotoGP,ドゥカティ,2,FIN
2016,MotoGP,3,RAC,15,loris-baz,76,Avintia Racing,ドゥカティ,1,FIN
2016,MotoGP,3,RAC,16,cal-crutchlow,35,LCR Honda,ホンダ,,FIN
2016,MotoGP,3,RAC,17,bradley-smith,38,Monster Yamaha Tech 3,ヤマハ,,FIN
2016,MotoGP,3,RAC,,dani-pedrosa,26,Repsol Honda Team,ホンダ,,DNF
2016,MotoGP,3,RAC,,andrea-dovizioso,4,Ducati Team,ドゥカティ,,DNF
2016,MotoGP,3,RAC,,valentino-rossi,46,Movistar Yamaha MotoGP,ヤマハ,,DNF
2016,MotoGP,4,RAC,1,valentino-rossi,46,Movistar Yamaha MotoGP,ヤマハ,25,FIN
2016,MotoGP,4,RAC,2,jorge-lorenzo,99,Movistar Yamaha MotoGP,ヤマハ,20,FIN
2016,MotoGP,4,RAC,3,marc-marquez,93,Repsol Honda Team,ホンダ,16,FIN
2016,MotoGP,4,RAC,4,dani-pedrosa,26,Repsol Honda Team,ホンダ,13,FIN
2016,MotoGP,4,RAC,5,aleix-espargaro,41,Team SUZUKI ECSTAR,スズキ,11,FIN
2016,MotoGP,4,RAC,6,maverick-vinales,25,Team SUZUKI ECSTAR,スズキ,10,FIN
2016,MotoGP,4,RAC,7,andrea-iannone,29,Ducati Team,ドゥカティ,9,FIN
2016,MotoGP,4,RAC,8,pol-espargaro,44,Monster Yamaha Tech 3,ヤマハ,8,FIN
2016,MotoGP,4,RAC,9,eugene-laverty,50,Aspar Team MotoGP,ドゥカティ,7,FIN
2016,MotoGP,4,RAC,10,hector-barbera,8,Avintia Racing,ドゥカティ,6,FIN
2016,MotoGP,4,RAC,11,cal-crutchlow,35,LCR Honda,ホンダ,5,FIN
2016,MotoGP,4,RAC,12,bradley-smith,38,Monster Yamaha Tech 3,ヤマハ,4,FIN
2016,MotoGP,4,RAC,13,loris-baz,76,Avintia Racing,ドゥカティ,3,FIN
2016,MotoGP,4,RAC,14,stefan-bradl,6,Aprilia Racing Team Gresini,アプリリア,2,FIN
2016,MotoGP,4,RAC,15,yonny-hernandez,68,Aspar Team MotoGP,ドゥカティ,1,FIN
2016,MotoGP,4,RAC,16,michele-pirro,51,OCTO Pramac Yakhnich,ドゥカティ,,FIN
2016,MotoGP,4,RAC,17,jack-miller,43,"Estrella Galicia 0,0 Marc VDS",ホンダ,,FIN
2016,MotoGP,4,RAC,18,tito-rabat,53,"Estrella Galicia 0,0 Marc VDS",ホンダ,,FIN
2016,MotoGP,4,RAC,19,scott-redding,45,OCTO Pramac Yakhnich,ドゥカティ,,FIN
2016,MotoGP,4,RAC,,andrea-dovizioso,4,Ducati Team,ドゥカティ,,DNF
2016,MotoGP,4,RAC,,alvaro-bautista,19,Aprilia Racing Team Gresini,アプリリア,,DNF
