year,class,rider_id,team_id,entry_name,maker,machine,number,rank,points,status
2010,MotoGP,roger-lee-hayden,lcr,LCR Honda MotoGP,ホンダ,RC212V,,19,5,確認済
2010,MotoGP,kousuke-akiyoshi,interwetten,Interwetten Honda MotoGP,ホンダ,RC212V,,20,4,確認済
2010,MotoGP,carlos-checa,pramac,Pramac Racing Team,ドゥカティ,デスモセディチ,,21,1,確認済
2010,MotoGP,wataru-yoshikawa,yamaha-factory,Fiat Yamaha Team,ヤマハ,YZR-M1,,22,0,確認済
2010,Moto2,toni-elias,gresini,Gresini Racing Moto2,モリワキ,ホンダ製600cc直4エンジン（共通）,,1,271,記憶
2010,Moto2,julian-simon,aspar,Mapfre Aspar Team,ズッター,ホンダ製600cc直4エンジン（共通）,,2,201,記憶
2010,Moto2,andrea-iannone,speed-up,Fimmco Speed Up,スピードアップ,ホンダ製600cc直4エンジン（共通）,,3,199,記憶
2010,Moto2,thomas-luthi,interwetten,Interwetten Moriwaki Moto2,モリワキ,ホンダ製600cc直4エンジン（共通）,,4,156,記憶
2010,Moto2,simone-corsi,jir,JiR Moto2,モトビ,ホンダ製600cc直4エンジン（共通）,,5,138,記憶
2010,Moto2,gabor-talmacsi,speed-up,Fimmco Speed Up,スピードアップ,ホンダ製600cc直4エンジン（共通）,,6,109,記憶
2010,Moto2,jules-cluzel,forward,Forward Racing,ズッター,ホンダ製600cc直4エンジン（共通）,,7,106,記憶
2010,Moto2,scott-redding,marc-vds,Marc VDS Racing Team,ズッター,ホンダ製600cc直4エンジン（共通）,,8,102,記憶
2010,Moto2,stefan-bradl,kiefer,Viessmann Kiefer Racing,ズッター,ホンダ製600cc直4エンジン（共通）,,9,97,記憶
2010,Moto2,karel-abraham,ab-motoracing,Cardion AB Motoracing,FTR,ホンダ製600cc直4エンジン（共通）,,10,96,記憶
2010,Moto2,alex-de-angelis,jir,RSM Team Scot,モトビ,ホンダ製600cc直4エンジン（共通）,,11,95,記憶
2010,Moto2,yuki-takahashi,tech3,Tech 3 Racing,テック3,ホンダ製600cc直4エンジン（共通）,,12,86,記憶
2010,Moto2,shoya-tomizawa,cip,Technomag-CIP,ズッター,ホンダ製600cc直4エンジン（共通）,,13,82,記憶
2010,Moto2,roberto-rolfo,italtrans,Italtrans S.T.R.,ズッター,ホンダ製600cc直4エンジン（共通）,,14,75,記憶
2010,Moto2,dominique-aegerter,cip,Technomag-CIP,ズッター,ホンダ製600cc直4エンジン（共通）,,15,74,記憶
2010,Moto2,alex-debon,castello,Aeroport de Castelló,FTR,ホンダ製600cc直4エンジン（共通）,,16,73,要確認
2010,Moto2,sergio-gadea,pons,Tenerife 40 Pons,カレックス,ホンダ製600cc直4エンジン（共通）,,17,67,記憶
2010,Moto2,fonsi-nieto,g22,Holiday Gym G22,モリワキ,ホンダ製600cc直4エンジン（共通）,,18,45,要確認
2010,Moto2,alex-baldolini,rtg,Caretta Technology Race Dept.,不明,ホンダ製600cc直4エンジン（共通）,,19,38,要確認
2010,Moto2,mike-di-meglio,aspar,Mapfre Aspar Team,ズッター,ホンダ製600cc直4エンジン（共通）,,20,34,記憶
2011,MotoGP,casey-stoner,honda-hrc,Repsol Honda Team,ホンダ,RC212V,,1,350,確認済
2011,MotoGP,jorge-lorenzo,yamaha-factory,Yamaha Factory Racing,ヤマハ,YZR-M1,,2,260,確認済
2011,MotoGP,andrea-dovizioso,honda-hrc,Repsol Honda Team,ホンダ,RC212V,,3,228,確認済
2011,MotoGP,dani-pedrosa,honda-hrc,Repsol Honda Team,ホンダ,RC212V,,4,219,確認済
2011,MotoGP,ben-spies,yamaha-factory,Yamaha Factory Racing,ヤマハ,YZR-M1,,5,176,確認済
2011,MotoGP,marco-simoncelli,gresini,San Carlo Honda Gresini,ホンダ,RC212V,,6,139,確認済
2011,MotoGP,valentino-rossi,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,7,139,確認済
2011,MotoGP,nicky-hayden,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,8,132,確認済
2011,MotoGP,colin-edwards,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,9,109,確認済
2011,MotoGP,hiroshi-aoyama,gresini,San Carlo Honda Gresini,ホンダ,RC212V,,10,98,確認済
2011,MotoGP,hector-barbera,aspar,Mapfre Aspar Team MotoGP,ドゥカティ,デスモセディチ,,11,82,確認済
2011,MotoGP,cal-crutchlow,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,12,70,確認済
2011,MotoGP,alvaro-bautista,suzuki-factory,Rizla Suzuki MotoGP,スズキ,GSV-R,,13,67,確認済
2011,MotoGP,karel-abraham,ab-motoracing,Cardion AB Motoracing,ドゥカティ,デスモセディチ,,14,64,確認済
2011,MotoGP,toni-elias,lcr,LCR Honda MotoGP,ホンダ,RC212V,,15,61,確認済
2011,MotoGP,randy-de-puniet,pramac,Pramac Racing Team,ドゥカティ,デスモセディチ,,16,49,確認済
2011,MotoGP,loris-capirossi,pramac,Pramac Racing Team,ドゥカティ,デスモセディチ,,17,43,確認済
2011,MotoGP,katsuyuki-nakasuga,yamaha-factory,Yamaha Factory Racing,ヤマハ,YZR-M1,,18,10,確認済
2011,MotoGP,josh-hayes,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,19,9,確認済
2011,MotoGP,kousuke-akiyoshi,gresini,San Carlo Honda Gresini,ホンダ,RC212V,,20,7,確認済
2011,MotoGP,john-hopkins,suzuki-factory,Rizla Suzuki MotoGP,スズキ,GSV-R,,21,6,確認済
2011,MotoGP,shinichi-ito,honda-hrc,Honda Racing Team,ホンダ,RC212V,,22,3,確認済
2011,MotoGP,sylvain-guintoli,pramac,Pramac Racing Team,ドゥカティ,デスモセディチ,,23,0,確認済
2011,MotoGP,damian-cudlin,pramac,Pramac Racing Team,ドゥカティ,デスモセディチ,,24,0,確認済
2011,MotoGP,ben-bostrom,lcr,LCR Honda MotoGP,ホンダ,RC212V,,25,0,確認済
2011,Moto2,stefan-bradl,kiefer,Viessmann Kiefer Racing,カレックス,ホンダ製600cc直4エンジン（共通）,,1,274,記憶
2011,Moto2,marc-marquez,estrella-galicia,Team CatalunyaCaixa Repsol,ズッター,ホンダ製600cc直4エンジン（共通）,,2,251,記憶
2011,Moto2,andrea-iannone,speed-master,Speed Master,ズッター,ホンダ製600cc直4エンジン（共通）,,3,177,記憶
2011,Moto2,alex-de-angelis,jir,JiR Moto2,モトビ,ホンダ製600cc直4エンジン（共通）,,4,174,記憶
2011,Moto2,thomas-luthi,interwetten,Interwetten Paddock Moto2,ズッター,ホンダ製600cc直4エンジン（共通）,,5,151,記憶
2011,Moto2,simone-corsi,ioda,IodaRacing Project,FTR,ホンダ製600cc直4エンジン（共通）,,6,127,記憶
2011,Moto2,bradley-smith,tech3,Tech 3 Racing,テック3,ホンダ製600cc直4エンジン（共通）,,7,121,記憶
2011,Moto2,dominique-aegerter,cip,Technomag-CIP,ズッター,ホンダ製600cc直4エンジン（共通）,,8,94,記憶
2011,Moto2,michele-pirro,gresini,Gresini Racing Moto2,モリワキ,ホンダ製600cc直4エンジン（共通）,,9,84,記憶
2011,Moto2,tito-rabat,avintia,Avintia-STX,FTR,ホンダ製600cc直4エンジン（共通）,,10,79,記憶
2011,Moto2,yuki-takahashi,gresini,Gresini Racing Moto2,モリワキ,ホンダ製600cc直4エンジン（共通）,,11,77,記憶
2011,Moto2,aleix-espargaro,pons,Pons HP 40,カレックス,ホンダ製600cc直4エンジン（共通）,,12,76,記憶
2011,Moto2,pol-espargaro,speed-up,Speed Up,スピードアップ,ホンダ製600cc直4エンジン（共通）,,13,75,記憶
2011,Moto2,julian-simon,aspar,Mapfre Aspar Team Moto2,ズッター,ホンダ製600cc直4エンジン（共通）,,14,68,記憶
2011,Moto2,scott-redding,marc-vds,Marc VDS Racing Team,ズッター,ホンダ製600cc直4エンジン（共通）,,15,63,記憶
2011,Moto2,mika-kallio,marc-vds,Marc VDS Racing Team,ズッター,ホンダ製600cc直4エンジン（共通）,,16,61,記憶
2011,Moto2,kenan-sofuoglu,cip,Technomag-CIP,ズッター,ホンダ製600cc直4エンジン（共通）,,17,59,記憶
2011,Moto2,randy-krummenacher,kiefer,Viessmann Kiefer Racing,カレックス,ホンダ製600cc直4エンジン（共通）,,18,52,記憶
2011,Moto2,yonny-hernandez,avintia,Avintia-STX,FTR,ホンダ製600cc直4エンジン（共通）,,19,43,記憶
2011,Moto2,max-neukirchner,mz,MZ Racing Team,MZ,ホンダ製600cc直4エンジン（共通）,,20,42,記憶
2012,MotoGP,jorge-lorenzo,yamaha-factory,Yamaha Factory Racing,ヤマハ,YZR-M1,,1,350,確認済
2012,MotoGP,dani-pedrosa,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,2,332,確認済
2012,MotoGP,casey-stoner,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,3,254,確認済
2012,MotoGP,andrea-dovizioso,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,4,218,確認済
2012,MotoGP,alvaro-bautista,gresini,San Carlo Honda Gresini,ホンダ,RC213V,,5,178,確認済
2012,MotoGP,valentino-rossi,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,6,163,確認済
2012,MotoGP,cal-crutchlow,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,7,151,確認済
2012,MotoGP,stefan-bradl,lcr,LCR Honda MotoGP,ホンダ,RC213V,,8,135,確認済
2012,MotoGP,nicky-hayden,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,9,122,確認済
2012,MotoGP,ben-spies,yamaha-factory,Yamaha Factory Racing,ヤマハ,YZR-M1,,10,88,確認済
2012,MotoGP,hector-barbera,pramac,Pramac Racing Team,ドゥカティ,デスモセディチ,,11,83,確認済
2012,MotoGP,aleix-espargaro,aspar,Power Electronics Aspar,アプリリア,ART（RSV4ベース）,,12,74,確認済
2012,MotoGP,randy-de-puniet,aspar,Power Electronics Aspar,アプリリア,ART（RSV4ベース）,,13,62,確認済
2012,MotoGP,karel-abraham,ab-motoracing,Cardion AB Motoracing,ドゥカティ,デスモセディチ,,14,59,確認済
2012,MotoGP,michele-pirro,gresini,San Carlo Honda Gresini,ホンダ,RC213V,,15,43,確認済
2012,MotoGP,james-ellison,pbm,Paul Bird Motorsport,アプリリア,ART（RSV4ベース）,,16,35,確認済
2012,MotoGP,yonny-hernandez,avintia,Avintia Blusens,カワサキ,BQR-FTR（カワサキZX-10Rエンジン）,,17,28,確認済
2012,MotoGP,katsuyuki-nakasuga,yamaha-factory,Yamaha YSP Racing Team,ヤマハ,YZR-M1,,18,27,確認済
2012,MotoGP,danilo-petrucci,ioda,Came IodaRacing Project,アプリリア,Ioda（アプリリアRSV4エンジン）,,19,27,確認済
2012,MotoGP,colin-edwards,forward,NGM Mobile Forward Racing,BMW,スーター（BMW S1000RRエンジン）,,20,27,確認済
2012,MotoGP,jonathan-rea,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,21,17,確認済
2012,MotoGP,mattia-pasini,speed-master,Speed Master,アプリリア,ART（RSV4ベース）,,22,13,確認済
2012,MotoGP,ivan-silva,avintia,Avintia Blusens,カワサキ,BQR-FTR（カワサキZX-10Rエンジン）,,23,12,確認済
2012,MotoGP,toni-elias,pramac,Pramac Racing Team,ドゥカティ,デスモセディチ,,24,10,確認済
2012,MotoGP,hiroshi-aoyama,avintia,Avintia Blusens,カワサキ,BQR-FTR（カワサキZX-10Rエンジン）,,25,3,確認済
2012,MotoGP,steve-rapp,attack,Attack Performance,カワサキ,アタック（カワサキZX-10Rベース）,,26,2,確認済
2012,MotoGP,david-salom,avintia,Avintia Blusens,カワサキ,BQR-FTR（カワサキZX-10Rエンジン）,,27,1,確認済
2012,MotoGP,roberto-rolfo,speed-master,Speed Master,アプリリア,ART（RSV4ベース）,,28,0,確認済
2012,MotoGP,aaron-yates,gp-tech,GPTech,スズキ,BCL（スズキGSX-R1000エンジン）,,29,0,確認済
2012,MotoGP,franco-battaini,ab-motoracing,Cardion AB Motoracing,ドゥカティ,デスモセディチ,,30,0,確認済
2012,MotoGP,chris-vermeulen,forward,NGM Mobile Forward Racing,BMW,スーター（BMW S1000RRエンジン）,,31,0,確認済
2012,MotoGP,claudio-corti,avintia,Avintia Blusens,カワサキ,BQR-FTR（カワサキZX-10Rエンジン）,,32,0,確認済
2012,MotoGP,kris-mclaren,avintia,Avintia Blusens,カワサキ,BQR-FTR（カワサキZX-10Rエンジン）,,33,0,確認済
2012,Moto2,marc-marquez,estrella-galicia,Team CatalunyaCaixa Repsol,ズッター,ホンダ製600cc直4エンジン（共通）,,1,328,記憶
2012,Moto2,pol-espargaro,pons,Pons 40 HP Tuenti,カレックス,ホンダ製600cc直4エンジン（共通）,,2,269,記憶
2012,Moto2,andrea-iannone,speed-master,Speed Master,スピードアップ,ホンダ製600cc直4エンジン（共通）,,3,194,記憶
2012,Moto2,thomas-luthi,interwetten,Interwetten-Paddock,ズッター,ホンダ製600cc直4エンジン（共通）,,4,191,記憶
2012,Moto2,scott-redding,marc-vds,Marc VDS Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,5,165,記憶
2012,Moto2,mika-kallio,marc-vds,Marc VDS Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,6,130,記憶
2012,Moto2,tito-rabat,pons,Pons 40 HP Tuenti,カレックス,ホンダ製600cc直4エンジン（共通）,,7,117,記憶
2012,Moto2,dominique-aegerter,cip,Technomag-CIP,ズッター,ホンダ製600cc直4エンジン（共通）,,8,114,記憶
2012,Moto2,bradley-smith,tech3,Tech 3 Racing,テック3,ホンダ製600cc直4エンジン（共通）,,9,112,記憶
2012,Moto2,johann-zarco,jir,JiR Moto2,モトビ,ホンダ製600cc直4エンジン（共通）,,10,95,記憶
2012,Moto2,simone-corsi,ioda,Came IodaRacing Project,FTR,ホンダ製600cc直4エンジン（共通）,,11,88,要確認
2012,Moto2,alex-de-angelis,forward,NGM Mobile Forward Racing,ズッター,ホンダ製600cc直4エンジン（共通）,,12,86,記憶
2012,Moto2,julian-simon,avintia,Blusens Avintia,ズッター,ホンダ製600cc直4エンジン（共通）,,13,81,要確認
2012,Moto2,claudio-corti,italtrans,Italtrans Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,14,74,記憶
2012,Moto2,takaaki-nakagami,italtrans,Italtrans Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,15,57,記憶
2012,Moto2,toni-elias,aspar,Mapfre Aspar Team Moto2,ズッター,ホンダ製600cc直4エンジン（共通）,,16,50,記憶
2012,Moto2,nicolas-terol,aspar,Mapfre Aspar Team Moto2,ズッター,ホンダ製600cc直4エンジン（共通）,,17,37,記憶
2012,Moto2,randy-krummenacher,gp-switzerland,GP Team Switzerland,カレックス,ホンダ製600cc直4エンジン（共通）,,18,32,要確認
2012,Moto2,jordi-torres,aspar,Mapfre Aspar Team Moto2,ズッター,ホンダ製600cc直4エンジン（共通）,,19,31,記憶
2012,Moto2,gino-rea,gresini,Federal Oil Gresini Moto2,ズッター,ホンダ製600cc直4エンジン（共通）,,20,25,要確認
2012,Moto3,sandro-cortese,ajo,Red Bull KTM Ajo,KTM,,,1,325,記憶
2012,Moto3,luis-salom,rw-racing,RW Racing GP,KTM,,,2,214,記憶
2012,Moto3,maverick-vinales,avintia,Blusens Avintia Repsol,ホンダ,,,3,207,記憶
2012,Moto3,danny-kent,ajo,Red Bull KTM Ajo,KTM,,,4,154,記憶
2012,Moto3,alex-rins,estrella-galicia,"Estrella Galicia 0,0",ホンダ,,,5,141,要確認
2012,Moto3,romano-fenati,team-italia,Team Italia FMI,ホンダ,,,6,136,要確認
2012,Moto3,zulfahmi-khairuddin,ajo,AirAsia-SIC-Ajo,KTM,,,7,128,記憶
2012,Moto3,miguel-oliveira,estrella-galicia,"Estrella Galicia 0,0",ホンダ,,,8,114,要確認
2012,Moto3,jonas-folger,team-italia,Ioda Team Italia,ホンダ,,,9,93,要確認
2012,Moto3,efren-vazquez,laglisse,JHK T-shirt Laglisse,ホンダ,,,10,93,要確認
2012,Moto3,louis-rossi,racing-team-germany,Racing Team Germany,KTM,,,11,86,要確認
2012,Moto3,arthur-sissis,ajo,Red Bull KTM Ajo,KTM,,,12,84,記憶
2012,Moto3,alexis-masbou,rtg,Caretta Technology,KTM,,,13,81,要確認
2012,Moto3,niccolo-antonelli,gresini,San Carlo Gresini Moto3,ホンダ,,,14,77,記憶
2012,Moto3,jakub-kornfeil,snipers,Redox-Ongetta-Centro Seta,ホンダ,,,15,71,要確認
2012,Moto3,hector-faubel,aspar,Bankia Aspar Team,KTM,,,16,63,要確認
2012,Moto3,alberto-moncayo,aspar,Bankia Aspar Team,KTM,,,17,52,要確認
2012,Moto3,alessandro-tonucci,team-italia,Team Italia FMI,ホンダ,,,18,45,要確認
2012,Moto3,niklas-ajo,tt-motion,TT Motion Events Racing,KTM,,,19,40,要確認
2012,Moto3,alex-marquez,estrella-galicia,"Estrella Galicia 0,0",ホンダ,,,20,27,要確認
2013,MotoGP,marc-marquez,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,1,334,確認済
2013,MotoGP,jorge-lorenzo,yamaha-factory,Yamaha Factory Racing,ヤマハ,YZR-M1,,2,330,確認済
2013,MotoGP,dani-pedrosa,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,3,300,確認済
2013,MotoGP,valentino-rossi,yamaha-factory,Yamaha Factory Racing,ヤマハ,YZR-M1,,4,237,確認済
2013,MotoGP,cal-crutchlow,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,5,188,確認済
2013,MotoGP,alvaro-bautista,gresini,Go&Fun Honda Gresini,ホンダ,RC213V,,6,171,確認済
2013,MotoGP,stefan-bradl,lcr,LCR Honda MotoGP,ホンダ,RC213V,,7,156,確認済
2013,MotoGP,andrea-dovizioso,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,8,140,確認済
2013,MotoGP,nicky-hayden,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,9,126,確認済
2013,MotoGP,bradley-smith,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,10,116,確認済
2013,MotoGP,aleix-espargaro,aspar,Power Electronics Aspar,アプリリア,ART（RSV4ベース）,,11,93,確認済
2013,MotoGP,andrea-iannone,pramac,Energy T.I. Pramac Racing,ドゥカティ,デスモセディチ,,12,57,確認済
2013,MotoGP,michele-pirro,ducati-lenovo,Ducati Test Team,ドゥカティ,デスモセディチ,,13,56,確認済
2013,MotoGP,colin-edwards,forward,NGM Mobile Forward Racing,カワサキ,FTR（カワサキエンジン）,,14,41,確認済
2013,MotoGP,randy-de-puniet,aspar,Power Electronics Aspar,アプリリア,ART（RSV4ベース）,,15,36,確認済
2013,MotoGP,hector-barbera,avintia,Avintia Blusens,カワサキ,FTR（カワサキエンジン）,,16,35,確認済
2013,MotoGP,danilo-petrucci,ioda,Came IodaRacing Project,BMW,スーター（BMWエンジン）,,17,26,確認済
2013,MotoGP,yonny-hernandez,pbm,Paul Bird Motorsport,アプリリア,ART／PBM（アプリリアエンジン）,,18,21,確認済
2013,MotoGP,claudio-corti,forward,NGM Mobile Forward Racing,カワサキ,FTR（カワサキエンジン）,,19,14,確認済
2013,MotoGP,hiroshi-aoyama,avintia,Avintia Blusens,カワサキ,FTR（カワサキエンジン）,,20,13,確認済
2013,MotoGP,ben-spies,pramac,Ignite Pramac Racing,ドゥカティ,デスモセディチ,,21,9,確認済
2013,MotoGP,katsuyuki-nakasuga,yamaha-factory,Yamaha YSP Racing Team,ヤマハ,YZR-M1,,22,5,確認済
2013,MotoGP,alex-de-angelis,pramac,Ignite Pramac Racing,ドゥカティ,デスモセディチ,,23,5,確認済
2013,MotoGP,karel-abraham,ab-motoracing,Cardion AB Motoracing,アプリリア,ART（RSV4ベース）,,24,5,確認済
2013,MotoGP,michael-laverty,pbm,Paul Bird Motorsport,アプリリア,ART／PBM（アプリリアエンジン）,,25,3,確認済
2013,MotoGP,bryan-staring,gresini,Go&Fun Honda Gresini,ホンダ,RC213V,,26,2,確認済
2013,MotoGP,javier-del-amor,avintia,Avintia Blusens,カワサキ,FTR（カワサキエンジン）,,27,1,確認済
2013,MotoGP,luca-scassa,ab-motoracing,Cardion AB Motoracing,アプリリア,ART（RSV4ベース）,,28,0,確認済
2013,MotoGP,lukas-pesek,ioda,Came IodaRacing Project,BMW,スーター（BMWエンジン）,,29,0,確認済
2013,MotoGP,martin-bauer,remus,Remus Racing Team,BMW,スーター（BMWエンジン）,,30,0,確認済
2013,MotoGP,damian-cudlin,pbm,Paul Bird Motorsport,アプリリア,ART／PBM（アプリリアエンジン）,,31,0,確認済
2013,MotoGP,blake-young,attack,Attack Performance Racing,カワサキ,アタック（カワサキZX-10Rベース）,,32,0,確認済
2013,MotoGP,ivan-silva,avintia,Avintia Blusens,カワサキ,FTR（カワサキエンジン）,,33,0,確認済
2013,MotoGP,michael-barnes,gp-tech,GP Tech,スズキ,BCL（スズキGSX-R1000エンジン）,,34,0,要確認
2013,Moto2,pol-espargaro,pons,Tuenti HP 40,カレックス,ホンダ製600cc直4エンジン（共通）,,1,265,記憶
2013,Moto2,scott-redding,marc-vds,Marc VDS Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,2,225,記憶
2013,Moto2,tito-rabat,pons,Tuenti HP 40,カレックス,ホンダ製600cc直4エンジン（共通）,,3,216,記憶
2013,Moto2,mika-kallio,marc-vds,Marc VDS Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,4,188,記憶
2013,Moto2,dominique-aegerter,cip,Technomag carXpert,ズッター,ホンダ製600cc直4エンジン（共通）,,5,158,記憶
2013,Moto2,thomas-luthi,interwetten,Interwetten Paddock Moto2,ズッター,ホンダ製600cc直4エンジン（共通）,,6,155,記憶
2013,Moto2,nicolas-terol,aspar,Mapfre Aspar Team Moto2,ズッター,ホンダ製600cc直4エンジン（共通）,,7,150,記憶
2013,Moto2,takaaki-nakagami,italtrans,Italtrans Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,8,149,記憶
2013,Moto2,johann-zarco,ioda,Came IodaRacing Project,ズッター,ホンダ製600cc直4エンジン（共通）,,9,141,記憶
2013,Moto2,jordi-torres,aspar,Mapfre Aspar Team Moto2,ズッター,ホンダ製600cc直4エンジン（共通）,,10,128,記憶
2013,Moto2,simone-corsi,forward,NGM Mobile Racing,スピードアップ,ホンダ製600cc直4エンジン（共通）,,11,108,記憶
2013,Moto2,xavier-simeon,desguaces,Desguaces La Torre Maptaq,不明,ホンダ製600cc直4エンジン（共通）,,12,90,要確認
2013,Moto2,julian-simon,italtrans,Italtrans Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,13,81,記憶
2013,Moto2,alex-de-angelis,forward,NGM Mobile Racing,スピードアップ,ホンダ製600cc直4エンジン（共通）,,14,81,記憶
2013,Moto2,mattia-pasini,forward,NGM Mobile Racing,スピードアップ,ホンダ製600cc直4エンジン（共通）,,15,58,記憶
2013,Moto2,marcel-schrotter,desguaces,Desguaces La Torre Maptaq,不明,ホンダ製600cc直4エンジン（共通）,,16,38,要確認
2013,Moto2,randy-krummenacher,cip,Technomag carXpert,ズッター,ホンダ製600cc直4エンジン（共通）,,17,22,記憶
2013,Moto2,toni-elias,avintia,Blusens Avintia,カレックス,ホンダ製600cc直4エンジン（共通）,,18,22,要確認
2013,Moto2,sandro-cortese,intact,Dynavolt Intact GP,カレックス,ホンダ製600cc直4エンジン（共通）,,19,22,記憶
2013,Moto2,mike-di-meglio,jir,JiR Moto2,モトビ,ホンダ製600cc直4エンジン（共通）,,20,19,要確認
2013,Moto3,maverick-vinales,calvo,Team Calvo,KTM,,,1,323,要確認
2013,Moto3,alex-rins,estrella-galicia,"Estrella Galicia 0,0",KTM,,,2,311,記憶
2013,Moto3,luis-salom,ajo,Red Bull KTM Ajo,KTM,,,3,302,記憶
2013,Moto3,alex-marquez,estrella-galicia,"Estrella Galicia 0,0",KTM,,,4,213,記憶
2013,Moto3,jonas-folger,aspar,Mapfre Aspar Team Moto3,KTM,,,5,183,要確認
2013,Moto3,miguel-oliveira,mahindra,Mahindra Racing,マヒンドラ,,,6,150,記憶
2013,Moto3,jack-miller,rtg,Caretta Technology – RTG,KTM,,,7,110,要確認
2013,Moto3,alexis-masbou,snipers,Ongetta–Centro Seta,ホンダ,,,8,94,要確認
2013,Moto3,efren-vazquez,mahindra,Mahindra Racing,マヒンドラ,,,9,82,記憶
2013,Moto3,romano-fenati,team-italia,San Carlo Team Italia,ホンダ,,,10,73,要確認
2013,Moto3,jakub-kornfeil,rw-racing,Redox RW Racing GP,KTM,,,11,68,記憶
2013,Moto3,zulfahmi-khairuddin,ajo,Red Bull KTM Ajo,KTM,,,12,68,記憶
2013,Moto3,brad-binder,ambrogio,Ambrogio Racing,不明,,,13,66,要確認
2013,Moto3,niklas-ajo,ajo,Avant Tecno,KTM,,,14,62,記憶
2013,Moto3,arthur-sissis,ajo,Red Bull KTM Ajo,KTM,,,15,59,記憶
2013,Moto3,niccolo-antonelli,gresini,GO&FUN Gresini Moto3,ホンダ,,,16,47,記憶
2013,Moto3,isaac-vinales,snipers,Ongetta–Centro Seta,ホンダ,,,17,47,要確認
2013,Moto3,philipp-ottl,interwetten,Tec Interwetten Moto3 Racing,KTM,,,18,34,要確認
2013,Moto3,john-mcphee,rtg,Caretta Technology – RTG,KTM,,,19,24,要確認
2013,Moto3,danny-webb,ambrogio,Ambrogio Racing,不明,,,20,15,要確認
2014,MotoGP,marc-marquez,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,1,362,確認済
2014,MotoGP,valentino-rossi,yamaha-factory,Movistar Yamaha MotoGP,ヤマハ,YZR-M1,,2,295,確認済
2014,MotoGP,jorge-lorenzo,yamaha-factory,Movistar Yamaha MotoGP,ヤマハ,YZR-M1,,3,263,確認済
2014,MotoGP,dani-pedrosa,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,4,246,確認済
2014,MotoGP,andrea-dovizioso,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,5,187,確認済
2014,MotoGP,pol-espargaro,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,6,136,確認済
2014,MotoGP,aleix-espargaro,forward,NGM Forward Racing,ヤマハ,YZR-M1,,7,126,確認済
2014,MotoGP,bradley-smith,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,8,121,確認済
2014,MotoGP,stefan-bradl,lcr,LCR Honda MotoGP,ホンダ,RC213V,,9,117,確認済
2014,MotoGP,andrea-iannone,pramac,Pramac Racing,ドゥカティ,デスモセディチ,,10,102,確認済
2014,MotoGP,alvaro-bautista,gresini,Go&Fun Honda Gresini,ホンダ,RC213V,,11,89,確認済
2014,MotoGP,scott-redding,gresini,Go&Fun Honda Gresini,ホンダ,RC213V,,12,81,確認済
2014,MotoGP,cal-crutchlow,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,13,74,確認済
2014,MotoGP,hiroshi-aoyama,aspar,Drive M7 Aspar,ホンダ,RC213V,,14,68,確認済
2014,MotoGP,yonny-hernandez,pramac,Energy T.I. Pramac Racing,ドゥカティ,デスモセディチ,,15,53,確認済
2014,MotoGP,nicky-hayden,aspar,Drive M7 Aspar,ホンダ,RC213V,,16,47,確認済
2014,MotoGP,karel-abraham,ab-motoracing,Cardion AB Motoracing,ホンダ,RC213V,,17,33,確認済
2014,MotoGP,hector-barbera,avintia,Avintia Racing,カワサキ,Avintia GP14（カワサキエンジン）→シーズン途中からドゥカティ,,18,26,確認済
2014,MotoGP,michele-pirro,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,19,18,確認済
