year,class,rider_id,team_id,entry_name,maker,machine,number,rank,points,status
2014,MotoGP,danilo-petrucci,ioda,Octo IodaRacing Team,アプリリア,ART（RSV4ベース）,,20,17,記憶
2014,MotoGP,alex-de-angelis,forward,NGM Forward Racing,ヤマハ,YZR-M1,,21,14,確認済
2014,MotoGP,colin-edwards,forward,NGM Forward Racing,ヤマハ,YZR-M1,,22,11,確認済
2014,MotoGP,broc-parkes,pbm,Paul Bird Motorsport,アプリリア,PBM（アプリリアART エンジン）,,23,9,記憶
2014,MotoGP,michael-laverty,pbm,Paul Bird Motorsport,アプリリア,PBM（アプリリアART エンジン）,,24,9,記憶
2014,MotoGP,mike-di-meglio,avintia,Avintia Racing,カワサキ,Avintia GP14（カワサキエンジン）,,25,9,確認済
2014,MotoGP,katsuyuki-nakasuga,yamaha-factory,Yamalube Racing Team with YSP,ヤマハ,YZR-M1,,26,4,確認済
2014,MotoGP,leon-camier,aspar,Drive M7 Aspar,ホンダ,RC213V,,27,1,確認済
2014,MotoGP,michel-fabrizio,ioda,Octo IodaRacing Team,アプリリア,ART（RSV4ベース）,,28,0,記憶
2014,MotoGP,randy-de-puniet,suzuki-factory,Team Suzuki MotoGP,スズキ,GSV-R,,29,0,確認済
2014,Moto2,tito-rabat,marc-vds,Marc VDS Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,1,346,記憶
2014,Moto2,mika-kallio,marc-vds,Marc VDS Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,2,289,記憶
2014,Moto2,maverick-vinales,pons,Pons HP 40,カレックス,ホンダ製600cc直4エンジン（共通）,,3,274,記憶
2014,Moto2,thomas-luthi,interwetten,Interwetten Paddock Moto2,ズッター,ホンダ製600cc直4エンジン（共通）,,4,194,記憶
2014,Moto2,dominique-aegerter,cip,Technomag carXpert,ズッター,ホンダ製600cc直4エンジン（共通）,,5,172,記憶
2014,Moto2,johann-zarco,caterham,AirAsia Caterham Moto Racing,ズッター,ホンダ製600cc直4エンジン（共通）,,6,146,記憶
2014,Moto2,simone-corsi,forward,NGM Forward Racing,カレックス,ホンダ製600cc直4エンジン（共通）,,7,100,記憶
2014,Moto2,luis-salom,pons,Pons HP 40,カレックス,ホンダ製600cc直4エンジン（共通）,,8,85,記憶
2014,Moto2,sandro-cortese,intact,Dynavolt Intact GP,カレックス,ホンダ製600cc直4エンジン（共通）,,9,85,記憶
2014,Moto2,marcel-schrotter,tech3,Tech 3,テック3,ホンダ製600cc直4エンジン（共通）,,10,80,記憶
2014,Moto2,franco-morbidelli,italtrans,Italtrans Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,11,75,記憶
2014,Moto2,anthony-west,qmmf,QMMF Racing Team,スピードアップ,ホンダ製600cc直4エンジン（共通）,,12,72,記憶
2014,Moto2,sam-lowes,speed-up,Speed Up,スピードアップ,ホンダ製600cc直4エンジン（共通）,,13,69,記憶
2014,Moto2,xavier-simeon,gresini,Federal Oil Gresini Moto2,カレックス,ホンダ製600cc直4エンジン（共通）,,14,63,記憶
2014,Moto2,jonas-folger,agr,AGR Team,カレックス,ホンダ製600cc直4エンジン（共通）,,15,63,記憶
2014,Moto2,jordi-torres,aspar,Mapfre Aspar Team Moto2,ズッター,ホンダ製600cc直4エンジン（共通）,,16,57,記憶
2014,Moto2,julian-simon,italtrans,Italtrans Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,17,56,記憶
2014,Moto2,ricard-cardus,tech3,Tech 3,テック3,ホンダ製600cc直4エンジン（共通）,,18,45,記憶
2014,Moto2,hafizh-syahrin,petronas-raceline,Petronas Raceline Malaysia,カレックス,ホンダ製600cc直4エンジン（共通）,,19,42,記憶
2014,Moto2,alex-de-angelis,tasca,Tasca Racing Moto2,ズッター,ホンダ製600cc直4エンジン（共通）,,20,37,記憶
2014,Moto3,alex-marquez,estrella-galicia,"Estrella Galicia 0,0",ホンダ,,,1,278,記憶
2014,Moto3,jack-miller,ajo,Red Bull KTM Ajo,KTM,,,2,276,記憶
2014,Moto3,alex-rins,estrella-galicia,"Estrella Galicia 0,0",ホンダ,,,3,237,記憶
2014,Moto3,efren-vazquez,rtg,SaxoPrint–RTG,ホンダ,,,4,222,記憶
2014,Moto3,romano-fenati,vr46,Sky Racing Team by VR46,KTM,,,5,176,記憶
2014,Moto3,alexis-masbou,snipers,Ongetta–Rivacold,ホンダ,,,6,164,記憶
2014,Moto3,isaac-vinales,calvo,Calvo Team,KTM,,,7,141,要確認
2014,Moto3,danny-kent,ajo,Red Bull Husqvarna Ajo,ハスクバーナ,,,8,129,記憶
2014,Moto3,enea-bastianini,gresini,Junior Team GO&FUN Moto3,ホンダ,,,9,127,記憶
2014,Moto3,miguel-oliveira,mahindra,Mahindra Racing,マヒンドラ,,,10,110,記憶
2014,Moto3,brad-binder,ambrogio,Ambrogio Racing,不明,,,11,109,要確認
2014,Moto3,jakub-kornfeil,calvo,Calvo Team,KTM,,,12,97,要確認
2014,Moto3,john-mcphee,rtg,SaxoPrint–RTG,ホンダ,,,13,77,記憶
2014,Moto3,niccolo-antonelli,gresini,Junior Team GO&FUN Moto3,ホンダ,,,14,68,記憶
2014,Moto3,niklas-ajo,ajo,Avant Tecno Husqvarna Ajo,ハスクバーナ,,,15,52,記憶
2014,Moto3,francesco-bagnaia,vr46,Sky Racing Team by VR46,KTM,,,16,50,記憶
2014,Moto3,juan-francisco-guevara,aspar,Mapfre Aspar Team Moto3,KTM,,,17,46,要確認
2014,Moto3,karel-hanika,ajo,Red Bull KTM Ajo,KTM,,,18,44,記憶
2014,Moto3,alessandro-tonucci,cip,CIP,KTM,,,19,20,記憶
2014,Moto3,zulfahmi-khairuddin,snipers,Ongetta–AirAsia,ホンダ,,,20,19,記憶
2015,MotoGP,jorge-lorenzo,yamaha-factory,Movistar Yamaha MotoGP,ヤマハ,YZR-M1,,1,330,確認済
2015,MotoGP,valentino-rossi,yamaha-factory,Movistar Yamaha MotoGP,ヤマハ,YZR-M1,,2,325,確認済
2015,MotoGP,marc-marquez,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,3,242,確認済
2015,MotoGP,dani-pedrosa,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,4,206,確認済
2015,MotoGP,andrea-iannone,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,5,188,確認済
2015,MotoGP,bradley-smith,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,6,181,確認済
2015,MotoGP,andrea-dovizioso,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,7,162,確認済
2015,MotoGP,cal-crutchlow,lcr,LCR Honda,ホンダ,RC213V,,8,125,確認済
2015,MotoGP,pol-espargaro,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,9,114,確認済
2015,MotoGP,danilo-petrucci,pramac,Octo Pramac Racing,ドゥカティ,デスモセディチ,,10,113,確認済
2015,MotoGP,aleix-espargaro,suzuki-factory,Team Suzuki Ecstar,スズキ,GSX-RR,,11,105,確認済
2015,MotoGP,maverick-vinales,suzuki-factory,Team Suzuki Ecstar,スズキ,GSX-RR,,12,97,確認済
2015,MotoGP,scott-redding,marc-vds,"EG 0,0 Marc VDS",ホンダ,RC213V,,13,84,確認済
2015,MotoGP,yonny-hernandez,pramac,Octo Pramac Racing,ドゥカティ,デスモセディチ,,14,56,確認済
2015,MotoGP,hector-barbera,avintia,Avintia Racing,ドゥカティ,デスモセディチ,,15,33,確認済
2015,MotoGP,alvaro-bautista,aprilia-racing,Aprilia Racing Team Gresini,アプリリア,RS-GP,,16,31,確認済
2015,MotoGP,loris-baz,forward,Forward Racing,ヤマハ,YZR-M1,,17,28,確認済
2015,MotoGP,stefan-bradl,forward,Athinà Forward Racing,ヤマハ,YZR-M1,,18,17,確認済
2015,MotoGP,jack-miller,lcr,LCR Honda,ホンダ,RC213V,,19,17,確認済
2015,MotoGP,nicky-hayden,aspar,Aspar MotoGP Team,ホンダ,RC213V,,20,16,確認済
2015,MotoGP,michele-pirro,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,21,12,確認済
2015,MotoGP,eugene-laverty,aspar,Aspar MotoGP Team,ホンダ,RC213V,,22,9,確認済
2015,MotoGP,katsuyuki-nakasuga,yamaha-factory,Yamaha Factory Racing Team,ヤマハ,YZR-M1,,23,8,確認済
2015,MotoGP,mike-di-meglio,avintia,Avintia Racing,ドゥカティ,デスモセディチ,,24,8,確認済
2015,MotoGP,hiroshi-aoyama,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,25,5,確認済
2015,MotoGP,takumi-takahashi,honda-hrc,Team HRC with Nissin,ホンダ,RC213V,,26,4,確認済
2015,MotoGP,toni-elias,forward,Forward Racing,ヤマハ,YZR-M1,,27,2,確認済
2015,MotoGP,alex-de-angelis,ioda,E-Motion IodaRacing Team,アプリリア,ART（RSV4ベース）,,28,2,記憶
2015,MotoGP,karel-abraham,ab-motoracing,AB Motoracing,ホンダ,RC213V,,29,0,確認済
2015,MotoGP,marco-melandri,aprilia-racing,Aprilia Racing Team Gresini,アプリリア,RS-GP,,30,0,確認済
2015,MotoGP,claudio-corti,forward,Forward Racing,ヤマハ,YZR-M1,,31,0,確認済
2015,MotoGP,kousuke-akiyoshi,ab-motoracing,AB Motoracing,ホンダ,RC213V,,32,0,確認済
2015,MotoGP,anthony-west,ab-motoracing,AB Motoracing,ホンダ,RC213V,,33,0,確認済
2015,MotoGP,michael-laverty,aprilia-racing,Aprilia Racing Team Gresini,アプリリア,RS-GP,,34,0,確認済
2015,MotoGP,damian-cudlin,ioda,E-Motion IodaRacing Team,アプリリア,ART（RSV4ベース）,,35,0,記憶
2015,MotoGP,broc-parkes,ioda,E-Motion IodaRacing Team,アプリリア,ART（RSV4ベース）,,36,0,記憶
2015,Moto2,johann-zarco,ajo,Ajo Motorsport,カレックス,ホンダ製600cc直4エンジン（共通）,,1,352,記憶
2015,Moto2,alex-rins,pons,Paginas Amarillas HP 40,カレックス,ホンダ製600cc直4エンジン（共通）,,2,234,記憶
2015,Moto2,tito-rabat,marc-vds,"EG 0,0 Marc VDS",カレックス,ホンダ製600cc直4エンジン（共通）,,3,231,記憶
2015,Moto2,sam-lowes,speed-up,Speed Up Racing,スピードアップ,ホンダ製600cc直4エンジン（共通）,,4,186,記憶
2015,Moto2,thomas-luthi,interwetten,Derendinger Racing Interwetten,カレックス,ホンダ製600cc直4エンジン（共通）,,5,179,記憶
2015,Moto2,jonas-folger,agr,AGR Team,カレックス,ホンダ製600cc直4エンジン（共通）,,6,163,記憶
2015,Moto2,xavier-simeon,gresini,Federal Oil Gresini Moto2,カレックス,ホンダ製600cc直4エンジン（共通）,,7,113,記憶
2015,Moto2,takaaki-nakagami,honda-team-asia,Idemitsu Honda Team Asia,カレックス,ホンダ製600cc直4エンジン（共通）,,8,100,記憶
2015,Moto2,lorenzo-baldassarri,forward,Athinà Forward Racing,カレックス,ホンダ製600cc直4エンジン（共通）,,9,96,記憶
2015,Moto2,franco-morbidelli,italtrans,Italtrans Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,10,90,記憶
2015,Moto2,sandro-cortese,intact,Dynavolt Intact GP,カレックス,ホンダ製600cc直4エンジン（共通）,,11,90,記憶
2015,Moto2,simone-corsi,forward,Athinà Forward Racing,カレックス,ホンダ製600cc直4エンジン（共通）,,12,86,記憶
2015,Moto2,luis-salom,pons,Paginas Amarillas HP 40,カレックス,ホンダ製600cc直4エンジン（共通）,,13,80,記憶
2015,Moto2,alex-marquez,marc-vds,"EG 0,0 Marc VDS",カレックス,ホンダ製600cc直4エンジン（共通）,,14,73,記憶
2015,Moto2,mika-kallio,italtrans,Italtrans Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,15,72,記憶
2015,Moto2,hafizh-syahrin,petronas-raceline,Petronas Raceline Malaysia,カレックス,ホンダ製600cc直4エンジン（共通）,,16,64,記憶
2015,Moto2,dominique-aegerter,interwetten,Derendinger Racing Interwetten,カレックス,ホンダ製600cc直4エンジン（共通）,,17,62,記憶
2015,Moto2,julian-simon,qmmf,QMMF Racing Team,スピードアップ,ホンダ製600cc直4エンジン（共通）,,18,58,記憶
2015,Moto2,axel-pons,agr,AGR Team,カレックス,ホンダ製600cc直4エンジン（共通）,,19,41,記憶
2015,Moto2,marcel-schrotter,tech3,Tech 3,テック3,ホンダ製600cc直4エンジン（共通）,,20,32,記憶
2015,Moto3,danny-kent,leopard,Leopard Racing,ホンダ,,,1,260,記憶
2015,Moto3,miguel-oliveira,ajo,Red Bull KTM Ajo,KTM,,,2,254,記憶
2015,Moto3,enea-bastianini,gresini,Gresini Racing Team Moto3,ホンダ,,,3,207,記憶
2015,Moto3,romano-fenati,vr46,Sky Racing Team VR46,KTM,,,4,176,記憶
2015,Moto3,niccolo-antonelli,snipers,Ongetta–Rivacold,ホンダ,,,5,174,記憶
2015,Moto3,brad-binder,ajo,Red Bull KTM Ajo,KTM,,,6,159,記憶
2015,Moto3,jorge-navarro,estrella-galicia,"Estrella Galicia 0,0",ホンダ,,,7,157,記憶
2015,Moto3,efren-vazquez,leopard,Leopard Racing,ホンダ,,,8,155,記憶
2015,Moto3,isaac-vinales,laglisse,Husqvarna Factory Laglisse,ハスクバーナ,,,9,115,記憶
2015,Moto3,fabio-quartararo,estrella-galicia,"Estrella Galicia 0,0",ホンダ,,,10,92,記憶
2015,Moto3,john-mcphee,rtg,SaxoPrint–RTG,ホンダ,,,11,92,記憶
2015,Moto3,jakub-kornfeil,sic,DRIVE M7 SIC,ホンダ,,,12,89,要確認
2015,Moto3,alexis-masbou,rtg,SaxoPrint–RTG,ホンダ,,,13,78,記憶
2015,Moto3,francesco-bagnaia,aspar,Mapfre Team Mahindra,マヒンドラ,,,14,76,記憶
2015,Moto3,philipp-ottl,schedl,Schedl GP Racing,KTM,,,15,73,要確認
2015,Moto3,livio-loi,rw-racing,RW Racing GP,ホンダ,,,16,56,要確認
2015,Moto3,jorge-martin,aspar,Mapfre Team Mahindra,マヒンドラ,,,17,45,記憶
2015,Moto3,karel-hanika,ajo,Red Bull KTM Ajo,KTM,,,18,43,記憶
2015,Moto3,andrea-migno,vr46,Sky Racing Team VR46,KTM,,,19,35,記憶
2015,Moto3,andrea-locatelli,gresini,Gresini Racing Team Moto3,ホンダ,,,20,33,記憶
2016,MotoGP,marc-marquez,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,1,298,確認済
2016,MotoGP,valentino-rossi,yamaha-factory,Movistar Yamaha MotoGP,ヤマハ,YZR-M1,,2,249,確認済
2016,MotoGP,jorge-lorenzo,yamaha-factory,Movistar Yamaha MotoGP,ヤマハ,YZR-M1,,3,233,確認済
2016,MotoGP,maverick-vinales,suzuki-factory,Team Suzuki Ecstar,スズキ,GSX-RR,,4,202,確認済
2016,MotoGP,andrea-dovizioso,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,5,171,確認済
2016,MotoGP,dani-pedrosa,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,6,155,確認済
2016,MotoGP,cal-crutchlow,lcr,LCR Honda,ホンダ,RC213V,,7,141,確認済
2016,MotoGP,pol-espargaro,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,8,134,確認済
2016,MotoGP,andrea-iannone,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,9,112,確認済
2016,MotoGP,hector-barbera,avintia,Avintia Racing,ドゥカティ,デスモセディチ,,10,102,確認済
2016,MotoGP,aleix-espargaro,suzuki-factory,Team Suzuki Ecstar,スズキ,GSX-RR,,11,93,確認済
2016,MotoGP,alvaro-bautista,aprilia-racing,Aprilia Racing Team Gresini,アプリリア,RS-GP,,12,82,確認済
2016,MotoGP,eugene-laverty,aspar,Pull & Bear Aspar Team,ドゥカティ,デスモセディチ,,13,77,確認済
2016,MotoGP,danilo-petrucci,pramac,Octo Pramac Yakhnich,ドゥカティ,デスモセディチ,,14,75,確認済
2016,MotoGP,scott-redding,pramac,Octo Pramac Yakhnich,ドゥカティ,デスモセディチ,,15,74,確認済
2016,MotoGP,stefan-bradl,aprilia-racing,Aprilia Racing Team Gresini,アプリリア,RS-GP,,16,63,確認済
2016,MotoGP,bradley-smith,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,17,62,確認済
2016,MotoGP,jack-miller,marc-vds,"Estrella Galicia 0,0 Marc VDS",ホンダ,RC213V,,18,57,確認済
2016,MotoGP,michele-pirro,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,19,36,確認済
2016,MotoGP,loris-baz,avintia,Avintia Racing,ドゥカティ,デスモセディチ,,20,35,確認済
2016,MotoGP,tito-rabat,marc-vds,"Estrella Galicia 0,0 Marc VDS",ホンダ,RC213V,,21,29,確認済
2016,MotoGP,yonny-hernandez,aspar,Pull & Bear Aspar Team,ドゥカティ,デスモセディチ,,22,20,確認済
2016,MotoGP,katsuyuki-nakasuga,yamaha-factory,Yamalube Yamaha Factory Racing,ヤマハ,YZR-M1,,23,5,確認済
2016,MotoGP,alex-lowes,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,24,3,確認済
2016,MotoGP,hiroshi-aoyama,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,25,1,確認済
2016,MotoGP,nicky-hayden,marc-vds,"Estrella Galicia 0,0 Marc VDS",ホンダ,RC213V,,26,1,確認済
2016,MotoGP,mike-jones,avintia,Avintia Racing,ドゥカティ,デスモセディチ,,27,1,確認済
2016,MotoGP,mika-kallio,ktm-factory,Red Bull KTM Factory Racing,KTM,RC16,,28,0,確認済
2016,MotoGP,javier-fores,avintia,Avintia Racing,ドゥカティ,デスモセディチ,,29,0,確認済
2016,Moto2,johann-zarco,ajo,Ajo Motorsport,カレックス,ホンダ製600cc直4エンジン（共通）,,1,276,記憶
2016,Moto2,thomas-luthi,interwetten,Garage Plus Interwetten,カレックス,ホンダ製600cc直4エンジン（共通）,,2,234,記憶
2016,Moto2,alex-rins,pons,Páginas Amarillas HP 40,カレックス,ホンダ製600cc直4エンジン（共通）,,3,214,記憶
2016,Moto2,franco-morbidelli,marc-vds,"Estrella Galicia 0,0 Marc VDS",カレックス,ホンダ製600cc直4エンジン（共通）,,4,213,記憶
2016,Moto2,sam-lowes,gresini,Federal Oil Gresini Moto2,カレックス,ホンダ製600cc直4エンジン（共通）,,5,175,記憶
2016,Moto2,takaaki-nakagami,honda-team-asia,Idemitsu Honda Team Asia,カレックス,ホンダ製600cc直4エンジン（共通）,,6,169,記憶
2016,Moto2,jonas-folger,intact,Dynavolt Intact GP,カレックス,ホンダ製600cc直4エンジン（共通）,,7,167,記憶
2016,Moto2,lorenzo-baldassarri,forward,Forward Team,カレックス,ホンダ製600cc直4エンジン（共通）,,8,127,記憶
2016,Moto2,hafizh-syahrin,petronas-raceline,Petronas Raceline Malaysia,カレックス,ホンダ製600cc直4エンジン（共通）,,9,118,記憶
2016,Moto2,simone-corsi,speed-up,Speed Up Racing,スピードアップ,ホンダ製600cc直4エンジン（共通）,,10,103,記憶
2016,Moto2,mattia-pasini,italtrans,Italtrans Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,11,72,記憶
2016,Moto2,dominique-aegerter,interwetten,Garage Plus Interwetten,カレックス,ホンダ製600cc直4エンジン（共通）,,12,71,記憶
2016,Moto2,alex-marquez,marc-vds,"Estrella Galicia 0,0 Marc VDS",カレックス,ホンダ製600cc直4エンジン（共通）,,13,69,記憶
2016,Moto2,marcel-schrotter,agr,AGR Team,カレックス,ホンダ製600cc直4エンジン（共通）,,14,64,記憶
2016,Moto2,sandro-cortese,intact,Dynavolt Intact GP,カレックス,ホンダ製600cc直4エンジン（共通）,,15,61,記憶
2016,Moto2,axel-pons,agr,AGR Team,カレックス,ホンダ製600cc直4エンジン（共通）,,16,55,記憶
2016,Moto2,xavier-simeon,qmmf,QMMF Racing Team,スピードアップ,ホンダ製600cc直4エンジン（共通）,,17,46,記憶
2016,Moto2,julian-simon,qmmf,QMMF Racing Team,スピードアップ,ホンダ製600cc直4エンジン（共通）,,18,40,記憶
2016,Moto2,luis-salom,sag,SAG Team,カレックス,ホンダ製600cc直4エンジン（共通）,,19,37,記憶
2016,Moto2,xavi-vierge,tech3,Tech 3 Racing,テック3,ホンダ製600cc直4エンジン（共通）,,20,37,記憶
2016,Moto3,brad-binder,ajo,Red Bull KTM Ajo,KTM,,,1,319,記憶
2016,Moto3,enea-bastianini,gresini,Gresini Racing Moto3,ホンダ,,,2,177,記憶
2016,Moto3,jorge-navarro,estrella-galicia,"Estrella Galicia 0,0",ホンダ,,,3,150,記憶
2016,Moto3,francesco-bagnaia,aspar,Aspar Mahindra Team Moto3,マヒンドラ,,,4,145,記憶
2016,Moto3,joan-mir,leopard,Leopard Racing,KTM,,,5,144,記憶
2016,Moto3,fabio-di-giannantonio,gresini,Gresini Racing Moto3,ホンダ,,,6,134,記憶
2016,Moto3,nicolo-bulega,vr46,Sky Racing Team VR46,KTM,,,7,129,記憶
2016,Moto3,jakub-kornfeil,sic,Drive M7 SIC Racing Team,ホンダ,,,8,112,要確認
2016,Moto3,andrea-locatelli,leopard,Leopard Racing,KTM,,,9,96,記憶
2016,Moto3,romano-fenati,vr46,Sky Racing Team VR46,KTM,,,10,91,記憶
2016,Moto3,niccolo-antonelli,snipers,Ongetta-Rivacold,ホンダ,,,11,91,記憶
2016,Moto3,philipp-ottl,schedl,Schedl GP Racing,KTM,,,12,85,要確認
2016,Moto3,fabio-quartararo,leopard,Leopard Racing,KTM,,,13,83,記憶
2016,Moto3,bo-bendsneyder,ajo,Red Bull KTM Ajo,KTM,,,14,78,記憶
2016,Moto3,aron-canet,estrella-galicia,"Estrella Galicia 0,0",ホンダ,,,15,76,記憶
2016,Moto3,jorge-martin,aspar,Aspar Mahindra Team Moto3,マヒンドラ,,,16,72,記憶
2016,Moto3,andrea-migno,vr46,Sky Racing Team VR46,KTM,,,17,63,記憶
2016,Moto3,livio-loi,rw-racing,RW Racing GP,ホンダ,,,18,63,要確認
2016,Moto3,khairul-idham-pawi,honda-team-asia,Honda Team Asia,ホンダ,,,19,62,記憶
2016,Moto3,jules-danilo,snipers,Ongetta-Rivacold,ホンダ,,,20,58,記憶
2017,MotoGP,marc-marquez,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,1,298,確認済
2017,MotoGP,andrea-dovizioso,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,2,261,確認済
2017,MotoGP,maverick-vinales,yamaha-factory,Movistar Yamaha MotoGP,ヤマハ,YZR-M1,,3,230,確認済
2017,MotoGP,dani-pedrosa,honda-hrc,Repsol Honda Team,ホンダ,RC213V,,4,210,確認済
2017,MotoGP,valentino-rossi,yamaha-factory,Movistar Yamaha MotoGP,ヤマハ,YZR-M1,,5,208,確認済
2017,MotoGP,johann-zarco,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,6,174,確認済
2017,MotoGP,jorge-lorenzo,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,7,137,確認済
2017,MotoGP,danilo-petrucci,pramac,Octo Pramac Racing,ドゥカティ,デスモセディチ,,8,124,確認済
2017,MotoGP,cal-crutchlow,lcr,LCR Honda,ホンダ,RC213V,,9,112,確認済
2017,MotoGP,jonas-folger,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,10,84,確認済
2017,MotoGP,jack-miller,marc-vds,"EG 0,0 Marc VDS",ホンダ,RC213V,,11,82,確認済
2017,MotoGP,alvaro-bautista,aspar,Pull&Bear Aspar Team,ドゥカティ,デスモセディチ,,12,75,確認済
2017,MotoGP,andrea-iannone,suzuki-factory,Team Suzuki Ecstar,スズキ,GSX-RR,,13,70,確認済
2017,MotoGP,scott-redding,pramac,Octo Pramac Racing,ドゥカティ,デスモセディチ,,14,64,確認済
2017,MotoGP,aleix-espargaro,aprilia-racing,Aprilia Racing Team Gresini,アプリリア,RS-GP,,15,62,確認済
2017,MotoGP,alex-rins,suzuki-factory,Team Suzuki Ecstar,スズキ,GSX-RR,,16,59,確認済
2017,MotoGP,pol-espargaro,ktm-factory,Red Bull KTM Factory Racing,KTM,RC16,,17,55,確認済
2017,MotoGP,loris-baz,avintia,Reale Avintia Racing,ドゥカティ,デスモセディチ,,18,45,確認済
2017,MotoGP,tito-rabat,marc-vds,"EG 0,0 Marc VDS",ホンダ,RC213V,,19,35,確認済
2017,MotoGP,karel-abraham,aspar,Pull&Bear Aspar Team,ドゥカティ,デスモセディチ,,20,32,確認済
2017,MotoGP,bradley-smith,ktm-factory,Red Bull KTM Factory Racing,KTM,RC16,,21,29,確認済
2017,MotoGP,hector-barbera,avintia,Reale Avintia Racing,ドゥカティ,デスモセディチ,,22,28,確認済
2017,MotoGP,michele-pirro,ducati-lenovo,Ducati Team,ドゥカティ,デスモセディチ,,23,25,確認済
2017,MotoGP,mika-kallio,ktm-factory,Red Bull KTM Factory Racing,KTM,RC16,,24,11,確認済
2017,MotoGP,sam-lowes,aprilia-racing,Aprilia Racing Team Gresini,アプリリア,RS-GP,,25,5,確認済
2017,MotoGP,katsuyuki-nakasuga,yamaha-factory,Yamalube Yamaha Factory Racing,ヤマハ,YZR-M1,,26,4,確認済
2017,MotoGP,sylvain-guintoli,suzuki-factory,Team Suzuki Ecstar,スズキ,GSX-RR,,27,1,確認済
2017,MotoGP,michael-van-der-mark,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,28,0,確認済
2017,MotoGP,takuya-tsuda,suzuki-factory,Team Suzuki Ecstar,スズキ,GSX-RR,,29,0,確認済
2017,MotoGP,hiroshi-aoyama,marc-vds,"EG 0,0 Marc VDS",ホンダ,RC213V,,30,0,確認済
2017,MotoGP,broc-parkes,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,31,0,確認済
2017,MotoGP,kohta-nozane,tech3,Monster Yamaha Tech 3,ヤマハ,YZR-M1,,32,0,確認済
2017,Moto2,franco-morbidelli,marc-vds,"EG 0,0 Marc VDS",カレックス,ホンダ製600cc直4エンジン（共通）,,1,308,記憶
2017,Moto2,thomas-luthi,interwetten,Garage Plus Interwetten,カレックス,ホンダ製600cc直4エンジン（共通）,,2,243,記憶
2017,Moto2,miguel-oliveira,ajo,Red Bull KTM Ajo,KTM,ホンダ製600cc直4エンジン（共通）,,3,241,記憶
2017,Moto2,alex-marquez,marc-vds,"EG 0,0 Marc VDS",カレックス,ホンダ製600cc直4エンジン（共通）,,4,201,記憶
2017,Moto2,francesco-bagnaia,vr46,Sky Racing Team VR46,カレックス,ホンダ製600cc直4エンジン（共通）,,5,174,記憶
2017,Moto2,mattia-pasini,italtrans,Italtrans Racing Team,カレックス,ホンダ製600cc直4エンジン（共通）,,6,148,記憶
2017,Moto2,takaaki-nakagami,honda-team-asia,Idemitsu Honda Team Asia,カレックス,ホンダ製600cc直4エンジン（共通）,,7,137,記憶
2017,Moto2,brad-binder,ajo,Red Bull KTM Ajo,KTM,ホンダ製600cc直4エンジン（共通）,,8,125,記憶
2017,Moto2,simone-corsi,speed-up,Speed Up Racing,スピードアップ,ホンダ製600cc直4エンジン（共通）,,9,117,記憶
2017,Moto2,hafizh-syahrin,petronas-raceline,Petronas Raceline Malaysia,カレックス,ホンダ製600cc直4エンジン（共通）,,10,106,記憶
2017,Moto2,xavi-vierge,tech3,Tech 3 Racing,テック3,ホンダ製600cc直4エンジン（共通）,,11,98,記憶
2017,Moto2,dominique-aegerter,kiefer,Kiefer Racing,ズッター,ホンダ製600cc直4エンジン（共通）,,12,88,記憶
2017,Moto2,fabio-quartararo,pons,Pons HP40,カレックス,ホンダ製600cc直4エンジン（共通）,,13,64,記憶
